Object,Property,Value,False
Object4,Property9,197208,"[970536, 844140, 694631, 804070, 859800, 870542, 553361, 596257, 974104, 621431, 507219, 854818, 565476, 582857, 946580, 948493, 879687, 528335, 740794, 739722]"
Object4,Property10,304111,"[556469, 878321, 532660, 987654, 575337, 721627, 632793, 633970, 736839, 980093, 530317, 575663, 894824, 545249, 638073, 800303, 662033, 504940, 576977, 614669]"
Object5,Property1,241663,"[639671, 770959, 779430, 837333, 500458, 742188, 964989, 788286, 823063, 913319, 751545, 553798, 648699, 690901, 793711, 656846, 792938, 594664, 786139, 957023]"
Object5,Property2,360765,"[581674, 625807, 810878, 686584, 779275, 624644, 984349, 620225, 855508, 989298, 770198, 572079, 570954, 551265, 812506, 940401, 543866, 635813, 703341, 863419]"
Object5,Property3,378486,"[644873, 958860, 508083, 941978, 833002, 537601, 609461, 556395, 625093, 603267, 915031, 549781, 612141, 929203, 644834, 706768, 554808, 690484, 789765, 908031]"
Object5,Property4,486127,"[916405, 503029, 504397, 932368, 534736, 794314, 976339, 521564, 665045, 639660, 680705, 644126, 707672, 874524, 622849, 906552, 844673, 681335, 556063, 707808]"
Object5,Property5,452900,"[776810, 553385, 998967, 674285, 972541, 855398, 675834, 645041, 759708, 946968, 865457, 667162, 735763, 792606, 979998, 964904, 652265, 836512, 583332, 588818]"
Object5,Property6,275907,"[934963, 773455, 837226, 995370, 856359, 604064, 745258, 657160, 516628, 521389, 959270, 643580, 793733, 882978, 981810, 907766, 932797, 518433, 691833, 926333]"
Object5,Property7,313140,"[927133, 818812, 749667, 710242, 959069, 530755, 812378, 789453, 905643, 990235, 590872, 945730, 649448, 871044, 985001, 902599, 886053, 544763, 813898, 977472]"
Object5,Property8,129177,"[724910, 915784, 797041, 675642, 914824, 950023, 815956, 844834, 978663, 525607, 964743, 989766, 586413, 965531, 760280, 974188, 667159, 796130, 870017, 591088]"
Object5,Property9,268056,"[655620, 884271, 909746, 554007, 711494, 530603, 784772, 586400, 702304, 513147, 891248, 907228, 970726, 768404, 733022, 582342, 942347, 536665, 735909, 754043]"
Object5,Property10,360060,"[551854, 513340, 669106, 638931, 868321, 903116, 636620, 805287, 874600, 804449, 745789, 752769, 920012, 999665, 812448, 942558, 846417, 798009, 949055, 580419]"
Object6,Property1,288006,"[781220, 764612, 639228, 836404, 908864, 997070, 825847, 914235, 912662, 910592, 659591, 711380, 686170, 910029, 947278, 745614, 713903, 545838, 516781, 931314]"
Object6,Property2,174959,"[696305, 614215, 885626, 699688, 885367, 657407, 649586, 720953, 824563, 943065, 671448, 732442, 831024, 834208, 602090, 849736, 844254, 534523, 608183, 591967]"
Object6,Property3,264427,"[804790, 760533, 667838, 616937, 952642, 751960, 943067, 781859, 842020, 825298, 587000, 887078, 814023, 875697, 956823, 760329, 590831, 771132, 767852, 730750]"
Object6,Property4,269184,"[901510, 743406, 827728, 554933, 832079, 873021, 569137, 600258, 522916, 678903, 662097, 780633, 545696, 687336, 559013, 576377, 825528, 500898, 902775, 752174]"
Object6,Property5,276951,"[525380, 597781, 977915, 644521, 705048, 551648, 977008, 781476, 882168, 902738, 877368, 665113, 860992, 937794, 610827, 872486, 927484, 766220, 774038, 559150]"
Object6,Property6,111726,"[741371, 779730, 597775, 651641, 532377, 676364, 578967, 638559, 542885, 547900, 568640, 655488, 762142, 513485, 556060, 578838, 973787, 866923, 862860, 989817]"
Object6,Property7,452709,"[615510, 808358, 790817, 777131, 558440, 857987, 669934, 661493, 503736, 750158, 641708, 910525, 973121, 800055, 704350, 797183, 745834, 555803, 751528, 990146]"
Object6,Property8,353626,"[785890, 681934, 946677, 899842, 941979, 997862, 500445, 841785, 851473, 571553, 635924, 734622, 780391, 538673, 629856, 739096, 749728, 861142, 910060, 976760]"
Object6,Property9,383105,"[983195, 796283, 545431, 597775, 860693, 957300, 818055, 987185, 718972, 809208, 802272, 997653, 852597, 875778, 961766, 943418, 846034, 608746, 705327, 969444]"
Object6,Property10,143932,"[538615, 563576, 977260, 521862, 584671, 803283, 750895, 887468, 792586, 729205, 877805, 522834, 728741, 629687, 669973, 845964, 882608, 917148, 615258, 963362]"
Object7,Property1,245003,"[665498, 662276, 846005, 855790, 799625, 872358, 626628, 972673, 799501, 716886, 590594, 698799, 603519, 753062, 866630, 775606, 645042, 704773, 811492, 663726]"
Object7,Property2,369479,"[861160, 924125, 754592, 970386, 653752, 567121, 908294, 661475, 944810, 880029, 987051, 529381, 915662, 839641, 678899, 855435, 623241, 629945, 607331, 698011]"
Object7,Property3,388794,"[816017, 500849, 737870, 650378, 638775, 763192, 715115, 710888, 868775, 600433, 588717, 642227, 537670, 900845, 768592, 944919, 822037, 911919, 788290, 883541]"
Object7,Property4,190630,"[774066, 975311, 878030, 662836, 722977, 915920, 534324, 608799, 850496, 791193, 718242, 844595, 949183, 989071, 544729, 727703, 839857, 921742, 861571, 608259]"
Object7,Property5,114428,"[649167, 721600, 533150, 862132, 602009, 740156, 948619, 709557, 946244, 598117, 784572, 826193, 740820, 683810, 533245, 650496, 577614, 671533, 866950, 680040]"
Object7,Property6,445477,"[838202, 660521, 647309, 716260, 823180, 796283, 962954, 982096, 808861, 972776, 719204, 554778, 768697, 729560, 859348, 572627, 782302, 930751, 754875, 735416]"
Object7,Property7,497812,"[667218, 638894, 835785, 788482, 730323, 501170, 997728, 668612, 893159, 985328, 722501, 894751, 830307, 632510, 783215, 514065, 874671, 659002, 542551, 757161]"
Object7,Property8,220058,"[730798, 967272, 672678, 527847, 689743, 762178, 617063, 709634, 714714, 549095, 640221, 591726, 698466, 803858, 876882, 655148, 761462, 948654, 943676, 694336]"
Object7,Property9,214285,"[999414, 704365, 654688, 581112, 763313, 754137, 635419, 823668, 513458, 701285, 746279, 623237, 841506, 920275, 739227, 978978, 964883, 844088, 669620, 713103]"
Object7,Property10,334576,"[995112, 855138, 971213, 630922, 767211, 617166, 800030, 859582, 573221, 868341, 741680, 939202, 574008, 868433, 682689, 549298, 874790, 708508, 957288, 819705]"
Object8,Property1,181629,"[824668, 941564, 874409, 635761, 548865, 635799, 537146, 756104, 665064, 534533, 968723, 842483, 939738, 970851, 832157, 683471, 860195, 547147, 670844, 620691]"
Object8,Property2,326965,"[913494, 602743, 701734, 960986, 967466, 775564, 624762, 982920, 573759, 962984, 584510, 701153, 577512, 750593, 907358, 654248, 879461, 628384, 928373, 692079]"
Object8,Property3,121403,"[824022, 677527, 565432, 752344, 844706, 892076, 655944, 768755, 509190, 918439, 762487, 917515, 828113, 571142, 954089, 544038, 588143, 970885, 574786, 920805]"
Object8,Property4,118393,"[853327, 560861, 661455, 606892, 759071, 639065, 688152, 730258, 717887, 784572, 837139, 563956, 727431, 908509, 859357, 968287, 664402, 845683, 837462, 740801]"
Object8,Property5,220013,"[813611, 503623, 982891, 981394, 654381, 947748, 898103, 921509, 797609, 519880, 519273, 751702, 526156, 552102, 620719, 815766, 719009, 929408, 522586, 810665]"
Object8,Property6,283265,"[772512, 791076, 970920, 897607, 906882, 984051, 723777, 610574, 652379, 827815, 532425, 966622, 625690, 937143, 655883, 917075, 653790, 607664, 920718, 542967]"
Object8,Property7,126338,"[760805, 724416, 967808, 657745, 716862, 808735, 593387, 576081, 506449, 627549, 884288, 893722, 776001, 737512, 734724, 977338, 560105, 804847, 779520, 540681]"
Object8,Property8,327141,"[567441, 932231, 604897, 785937, 620940, 594747, 809508, 601572, 947877, 545173, 969994, 838077, 827571, 776091, 807700, 552200, 880480, 691336, 826032, 692770]"
Object8,Property9,318325,"[769278, 516426, 707854, 522029, 864620, 634765, 569169, 570113, 824123, 775500, 742376, 737879, 921392, 744255, 620432, 948771, 776143, 650003, 520802, 819850]"
Object8,Property10,494408,"[549710, 914913, 583293, 993946, 668767, 727278, 820667, 977403, 866052, 585891, 688920, 900440, 814500, 879404, 896487, 841213, 747932, 973293, 854368, 779374]"
Object9,Property1,139598,"[817749, 888785, 776435, 700277, 900418, 729865, 988379, 706532, 664902, 908685, 801901, 725293, 531844, 524690, 989716, 939310, 631213, 781634, 611503, 517262]"
Object9,Property2,448077,"[794218, 949213, 835807, 551227, 524351, 825300, 943390, 951141, 723669, 564561, 532946, 640615, 617067, 639960, 769379, 595918, 506976, 854356, 508510, 978306]"
Object9,Property3,169722,"[549802, 798903, 519193, 813172, 963675, 568439, 598413, 837536, 596881, 920688, 900890, 661464, 858043, 712634, 825808, 548715, 639153, 608699, 608869, 655300]"
Object9,Property4,336910,"[617579, 890821, 524200, 999985, 865594, 649522, 567872, 789547, 671335, 918619, 706240, 558010, 661517, 693358, 579336, 534631, 621037, 728503, 633290, 758012]"
Object9,Property5,379560,"[845022, 846228, 865335, 624504, 857416, 970784, 956354, 896841, 645656, 902394, 569073, 792670, 768750, 915272, 986851, 905207, 539995, 922434, 589667, 850834]"
Object9,Property6,206342,"[740838, 887647, 554671, 576667, 584222, 868635, 506829, 931196, 516690, 803612, 811026, 549597, 941496, 701775, 597352, 931010, 888419, 977072, 589008, 901729]"
Object9,Property7,228625,"[616831, 901089, 807222, 759449, 949574, 872376, 768197, 947663, 785443, 572123, 992215, 513374, 702745, 830468, 676961, 552725, 611721, 656192, 817610, 798023]"
Object9,Property8,386476,"[999408, 747282, 700604, 746364, 979570, 663711, 701136, 803802, 790829, 682663, 626844, 862112, 947456, 725622, 659456, 947508, 690170, 779699, 906721, 860570]"
Object9,Property9,443133,"[820314, 771986, 846943, 764558, 837614, 823222, 897730, 737780, 698723, 526125, 870560, 989305, 637107, 651189, 818406, 855735, 757278, 637397, 988281, 774929]"
Object9,Property10,332331,"[730388, 545356, 724140, 753673, 941436, 759743, 761420, 609787, 858176, 770614, 834093, 975408, 799742, 756103, 928634, 869911, 821856, 904692, 753394, 730275]"
Object10,Property1,278268,"[771182, 737359, 982713, 548495, 543335, 579371, 715342, 955824, 955922, 625580, 650428, 917695, 920885, 735644, 766467, 868031, 788748, 683678, 564879, 645047]"
Object10,Property2,171216,"[897097, 836930, 797511, 541041, 624640, 961259, 527663, 591693, 744685, 983069, 878091, 922016, 836029, 631767, 659285, 585729, 901297, 650754, 853634, 545460]"
Object10,Property3,110278,"[932047, 614629, 562573, 610306, 745539, 671577, 774279, 896900, 959621, 796908, 668683, 967067, 974360, 595988, 699980, 798817, 500983, 810213, 682738, 858046]"
Object10,Property4,336069,"[742982, 751652, 557376, 635602, 563170, 637528, 838611, 938554, 556059, 765323, 601036, 977630, 890792, 573488, 557633, 868076, 595747, 764947, 668973, 760591]"
Object10,Property5,473268,"[719216, 685642, 752977, 646783, 648932, 982338, 915721, 673270, 536551, 791958, 797365, 950110, 590668, 516438, 664427, 511475, 883113, 626418, 816929, 773964]"
Object10,Property6,364972,"[581547, 702723, 876607, 961877, 700343, 608320, 820734, 677063, 794905, 786903, 892580, 972844, 555302, 769430, 964327, 960842, 752838, 863942, 806042, 892118]"
Object10,Property7,194700,"[828071, 970855, 929620, 853376, 928801, 953437, 944985, 575441, 975865, 902961, 580607, 920748, 889221, 776838, 997050, 504371, 911253, 660260, 700624, 579066]"
Object10,Property8,115878,"[624623, 924515, 915860, 635078, 912128, 771007, 601926, 653862, 999199, 671315, 931053, 950721, 968481, 575085, 655120, 989723, 793089, 667762, 680020, 611303]"
Object10,Property9,109131,"[869104, 780383, 593555, 919904, 507206, 675009, 682368, 673571, 657768, 663460, 852314, 905565, 675330, 612689, 744084, 630556, 764292, 724005, 924869, 886294]"
Object10,Property10,201160,"[828721, 920383, 978462, 870862, 912295, 760335, 727619, 523302, 909174, 837053, 608497, 802539, 927040, 584035, 682771, 510886, 744779, 894462, 672687, 796352]"
Object11,Property1,146857,"[784532, 692475, 849730, 684661, 857285, 836249, 556567, 635244, 984215, 899182, 528122, 584176, 704234, 841337, 760846, 708682, 540377, 624921, 740259, 826573]"
Object11,Property2,205352,"[804160, 861764, 780309, 715047, 964600, 942416, 708121, 877395, 567978, 920980, 994984, 565316, 552939, 695832, 700543, 632134, 523755, 737399, 941512, 709331]"
Object11,Property3,446724,"[521220, 702447, 579351, 670200, 805552, 660800, 927084, 915711, 614971, 540122, 681160, 798858, 700127, 833802, 868734, 812294, 731158, 645832, 684303, 640544]"
Object11,Property4,108777,"[801460, 763351, 602097, 668799, 771743, 884433, 530632, 584250, 742183, 778166, 678454, 783590, 607240, 871599, 572813, 727297, 572015, 833452, 622102, 713832]"
Object11,Property5,259229,"[988625, 731288, 528711, 596024, 801966, 862472, 589230, 569471, 932348, 817482, 579728, 992223, 653339, 773349, 898130, 946298, 907556, 859512, 716851, 682151]"
Object11,Property6,410521,"[902764, 919422, 837650, 837953, 780606, 888092, 703170, 507729, 706292, 524773, 879819, 840639, 957959, 593999, 974480, 733635, 931313, 636810, 631451, 788864]"
Object11,Property7,364527,"[585192, 940806, 564960, 930983, 679382, 813728, 689135, 793790, 694810, 562656, 992690, 701288, 875690, 593872, 843294, 860546, 597562, 738606, 631072, 921430]"
Object11,Property8,223822,"[897158, 689705, 999298, 984812, 708456, 625455, 981797, 566007, 807570, 776760, 591719, 512162, 915476, 507260, 836063, 676262, 982198, 783277, 892339, 938472]"
Object11,Property9,328998,"[837223, 928015, 645935, 736382, 614360, 538409, 787154, 836612, 909989, 841047, 971616, 875746, 719147, 826223, 926264, 934575, 556043, 627196, 976798, 870550]"
Object11,Property10,250751,"[947574, 614592, 507564, 922974, 718641, 572457, 961937, 892427, 849359, 783007, 798851, 857232, 572436, 865667, 627803, 576196, 818794, 740423, 543759, 978522]"
Object12,Property1,234555,"[941120, 693031, 948773, 655937, 546826, 695931, 663945, 854369, 739752, 961525, 763479, 995078, 822231, 517044, 571019, 962120, 559518, 613050, 653691, 810671]"
Object12,Property2,184346,"[819693, 607355, 551008, 996861, 571573, 590632, 615626, 724768, 641381, 728342, 652187, 734050, 909456, 762683, 941948, 647732, 674555, 863237, 672510, 935165]"
Object12,Property3,479484,"[616855, 815182, 929190, 787048, 641706, 704984, 679383, 545275, 523626, 560315, 692025, 964613, 731236, 548312, 583585, 792919, 914936, 860406, 906601, 747100]"
Object12,Property4,144389,"[936025, 712776, 801415, 701167, 842183, 618277, 899604, 735325, 718595, 632325, 581280, 565664, 842691, 583432, 525118, 838805, 681332, 758624, 995546, 636567]"
Object12,Property5,108452,"[529104, 775967, 825978, 508893, 528162, 711983, 934607, 543621, 544056, 615465, 941226, 799979, 799317, 796830, 912591, 969284, 584147, 629561, 581601, 684991]"
Object12,Property6,296640,"[614889, 572591, 668622, 553568, 722494, 539867, 797067, 848798, 930677, 513108, 902356, 715440, 605518, 815171, 558506, 826146, 945577, 571772, 563107, 897363]"
Object12,Property7,127835,"[615240, 740472, 885205, 964569, 914503, 817057, 639449, 849595, 901338, 859201, 779469, 938526, 576297, 763800, 713346, 890025, 578265, 721492, 827973, 925012]"
Object12,Property8,342359,"[687920, 773043, 647864, 849947, 902391, 953855, 957850, 654810, 630499, 992890, 888848, 968670, 767573, 858557, 977135, 679746, 791527, 988196, 630468, 801505]"
Object12,Property9,338346,"[616220, 630878, 747679, 564984, 914059, 954798, 781914, 623262, 556741, 684811, 848621, 626940, 627309, 818338, 642552, 546254, 958201, 842239, 579305, 910363]"
Object12,Property10,244006,"[812864, 792227, 692924, 809802, 911911, 640130, 858330, 819045, 896306, 941533, 635543, 844653, 979503, 641937, 691719, 879793, 815987, 639130, 508471, 540818]"
Object13,Property1,182370,"[535229, 746769, 724105, 757816, 913826, 985995, 546042, 693280, 804009, 925899, 730792, 873562, 690163, 626214, 901582, 677913, 805008, 834775, 952577, 846039]"
Object13,Property2,354262,"[998897, 906053, 764892, 737963, 802146, 637742, 528143, 543657, 949381, 940225, 509823, 811800, 571217, 832768, 730629, 545171, 636078, 851307, 621991, 644710]"
Object13,Property3,364130,"[951954, 724103, 878724, 891802, 540262, 968830, 968919, 749286, 931781, 802311, 704783, 537719, 529174, 713070, 773397, 684094, 681542, 719124, 824619, 840347]"
Object13,Property4,495463,"[901937, 758453, 895405, 518084, 937119, 775631, 760207, 528985, 813843, 712925, 794315, 644555, 535287, 702725, 755809, 701907, 620816, 915196, 627134, 542229]"
Object13,Property5,347035,"[923801, 991356, 764949, 918692, 919317, 574884, 705110, 635249, 517244, 541026, 752485, 932227, 799201, 625717, 759018, 688470, 537403, 989883, 570661, 699388]"
Object13,Property6,295421,"[690841, 789760, 867816, 996470, 535117, 850355, 592110, 954979, 951243, 621479, 703597, 547152, 642155, 940274, 500258, 884705, 582696, 897209, 748757, 855354]"
Object13,Property7,146208,"[923872, 531059, 591412, 805368, 580953, 923169, 547764, 747358, 833850, 523076, 812587, 978547, 719919, 694846, 606551, 604743, 603278, 535065, 963686, 966553]"
Object13,Property8,352909,"[762523, 930648, 725750, 734175, 567431, 825902, 752679, 714064, 702204, 839837, 856715, 798677, 973870, 790910, 977736, 656732, 844225, 853965, 953291, 756042]"
Object13,Property9,105192,"[690663, 639706, 669967, 715695, 881765, 663088, 934021, 592575, 718661, 737662, 837541, 562208, 828686, 529062, 989249, 892246, 988825, 854433, 890224, 971052]"
Object13,Property10,470643,"[867232, 943180, 829620, 508107, 775292, 765529, 784639, 517364, 828250, 954941, 590997, 710051, 888415, 618175, 767603, 952353, 507660, 845810, 826554, 897716]"
Object14,Property1,394798,"[744900, 777147, 688217, 646901, 801369, 856489, 811213, 578446, 662840, 737456, 826772, 542920, 764309, 674624, 909896, 940570, 531965, 503402, 841128, 669862]"
Object14,Property2,153477,"[866983, 953666, 893055, 807623, 977719, 611853, 740083, 863891, 945178, 501668, 646375, 584238, 596697, 551868, 928869, 901125, 960842, 892515, 768855, 544628]"
Object14,Property3,264965,"[577934, 813314, 867649, 672736, 667340, 685820, 955576, 954552, 830554, 737882, 623472, 917752, 674859, 828615, 815360, 844732, 717441, 854242, 819395, 942484]"
Object14,Property4,448307,"[727184, 751349, 799731, 681495, 718996, 903716, 701533, 550437, 658248, 552520, 880533, 702921, 681760, 807272, 852721, 715607, 964349, 686757, 837127, 891334]"
Object14,Property5,316437,"[936974, 531548, 923665, 850405, 790825, 584938, 557723, 778464, 889907, 787481, 529819, 947886, 851205, 599587, 559653, 907484, 566233, 657693, 515336, 503940]"
Object14,Property6,461837,"[847528, 909962, 807410, 595974, 528610, 591537, 640920, 722545, 793098, 573664, 898981, 789479, 690144, 583744, 673636, 529673, 951234, 898639, 521033, 527081]"
Object14,Property7,303937,"[714820, 947394, 966492, 711914, 907543, 741223, 644741, 775166, 638508, 646408, 895689, 753042, 785162, 552787, 512535, 612720, 738509, 916947, 978889, 756190]"
Object14,Property8,478339,"[584566, 750719, 759616, 669817, 634369, 639449, 905286, 909887, 887504, 882936, 845718, 736869, 938607, 572016, 565915, 826635, 594507, 732820, 580039, 517298]"
Object14,Property9,442414,"[709370, 741243, 522708, 764396, 770411, 612241, 679320, 683258, 722003, 623636, 798378, 707241, 676002, 793832, 862378, 831775, 559884, 962810, 683449, 957715]"
Object14,Property10,320831,"[517119, 895622, 858084, 584761, 727332, 972346, 683598, 776815, 571309, 758080, 514372, 654052, 887703, 593345, 950350, 827653, 536142, 675884, 898094, 856504]"
Object15,Property1,244943,"[825661, 533597, 643769, 767128, 775884, 565113, 863661, 784689, 720791, 925928, 695961, 535226, 857664, 757331, 671761, 826173, 554240, 544821, 639238, 797628]"
Object15,Property2,401817,"[949474, 820935, 682259, 810929, 678590, 509223, 909486, 534936, 757227, 525604, 654974, 956773, 966784, 968994, 695819, 575768, 781179, 930864, 652879, 512051]"
Object15,Property3,115805,"[615867, 778946, 567099, 832101, 603957, 814268, 828794, 742275, 714138, 915642, 945805, 589946, 820753, 664299, 681963, 705321, 881667, 994374, 640701, 655554]"
Object15,Property4,424643,"[505539, 934984, 710381, 989325, 950535, 640471, 997416, 988893, 966000, 992168, 509394, 674633, 838736, 505691, 643659, 542634, 586994, 534548, 675110, 506603]"
Object15,Property5,333093,"[974426, 716327, 520924, 704142, 874609, 664484, 720641, 985849, 520656, 605704, 746764, 759988, 738870, 856875, 773699, 659444, 867417, 714579, 787512, 788703]"
Object15,Property6,371430,"[569726, 758145, 862699, 960818, 758636, 685571, 898587, 573772, 630672, 821527, 651120, 534505, 525987, 689341, 611846, 540625, 780736, 613134, 668841, 710257]"
Object15,Property7,133086,"[992675, 724200, 634498, 552546, 915026, 738004, 992284, 791182, 560054, 982387, 648971, 651782, 858962, 990827, 750798, 994204, 636874, 911871, 796608, 738581]"
Object15,Property8,238098,"[699229, 943618, 948026, 703193, 563524, 635811, 978259, 573899, 599322, 781111, 898784, 958101, 742270, 555082, 626025, 922885, 666920, 710142, 695010, 593886]"
