ID,Object,Property,Value,Source
0.0,Object51,Property4,179363,Source1
0.0,Object52,Property3,236751,Source1
0.0,Object52,Property4,236006,Source1
0.0,Object53,Property3,265957,Source1
0.0,Object53,Property4,392418,Source1
0.0,Object54,Property3,312200,Source1
0.0,Object54,Property4,469903,Source1
0.0,Object55,Property3,420444,Source1
0.0,Object55,Property4,123618,Source1
0.0,Object56,Property3,497454,Source1
0.0,Object56,Property4,417352,Source1
0.0,Object57,Property3,322945,Source1
0.0,Object57,Property4,417135,Source1
0.0,Object58,Property3,206554,Source1
0.0,Object58,Property4,314131,Source1
0.0,Object59,Property3,470148,Source1
0.0,Object59,Property4,419671,Source1
0.0,Object60,Property3,277012,Source1
0.0,Object60,Property4,139656,Source1
0.0,Object61,Property3,453086,Source1
0.0,Object61,Property4,494021,Source1
0.0,Object62,Property3,325748,Source1
0.0,Object62,Property4,341814,Source1
0.0,Object63,Property3,325306,Source1
0.0,Object63,Property4,434971,Source1
0.0,Object64,Property3,307050,Source1
0.0,Object64,Property4,432842,Source1
0.0,Object65,Property3,238831,Source1
0.0,Object65,Property4,488031,Source1
0.0,Object66,Property3,281031,Source1
0.0,Object66,Property4,120363,Source1
0.0,Object67,Property3,132568,Source1
0.0,Object67,Property4,381073,Source1
0.0,Object68,Property3,220532,Source1
0.0,Object68,Property4,492369,Source1
0.0,Object69,Property3,116372,Source1
0.0,Object69,Property4,254596,Source1
0.0,Object70,Property3,408157,Source1
0.0,Object70,Property4,258282,Source1
0.0,Object71,Property3,289053,Source1
0.0,Object71,Property4,399974,Source1
0.0,Object72,Property3,156428,Source1
0.0,Object72,Property4,159321,Source1
0.0,Object73,Property3,212784,Source1
0.0,Object73,Property4,463046,Source1
0.0,Object74,Property3,401782,Source1
0.0,Object74,Property4,482044,Source1
0.0,Object75,Property3,158697,Source1
0.0,Object75,Property4,162117,Source1
0.0,Object76,Property3,231530,Source1
0.0,Object76,Property4,289960,Source1
0.0,Object77,Property3,208330,Source1
0.0,Object77,Property4,425675,Source1
0.0,Object78,Property3,135377,Source1
0.0,Object78,Property4,391030,Source1
0.0,Object79,Property3,344348,Source1
0.0,Object79,Property4,275537,Source1
0.0,Object80,Property3,350579,Source1
0.0,Object80,Property4,356113,Source1
0.0,Object81,Property3,330662,Source1
0.0,Object81,Property4,360543,Source1
0.0,Object82,Property3,465862,Source1
0.0,Object82,Property4,498706,Source1
0.0,Object83,Property3,313332,Source1
0.0,Object83,Property4,319105,Source1
0.0,Object84,Property3,400036,Source1
0.0,Object84,Property4,251790,Source1
0.0,Object85,Property3,218283,Source1
0.0,Object85,Property4,208018,Source1
0.0,Object86,Property3,395425,Source1
0.0,Object86,Property4,105764,Source1
0.0,Object87,Property3,189981,Source1
0.0,Object87,Property4,103211,Source1
0.0,Object88,Property3,375915,Source1
0.0,Object88,Property4,106432,Source1
0.0,Object89,Property3,230815,Source1
0.0,Object89,Property4,250767,Source1
0.0,Object90,Property3,116278,Source1
0.0,Object90,Property4,395676,Source1
0.0,Object91,Property3,228349,Source1
0.0,Object91,Property4,421070,Source1
0.0,Object92,Property3,137795,Source1
0.0,Object92,Property4,154295,Source1
0.0,Object93,Property3,289350,Source1
0.0,Object93,Property4,282554,Source1
0.0,Object94,Property3,444226,Source1
0.0,Object94,Property4,258175,Source1
0.0,Object95,Property3,257698,Source1
0.0,Object95,Property4,469880,Source1
0.0,Object96,Property3,168321,Source1
0.0,Object96,Property4,280364,Source1
0.0,Object97,Property3,157670,Source1
0.0,Object97,Property4,171952,Source1
0.0,Object98,Property3,194987,Source1
0.0,Object98,Property4,403823,Source1
0.0,Object99,Property3,418221,Source1
0.0,Object99,Property4,357967,Source1
0.0,Object100,Property3,111090,Source1
0.0,Object100,Property4,485865,Source1
0.0,Object101,Property3,451998,Source1
0.0,Object101,Property4,204804,Source1
0.0,Object102,Property3,420778,Source1
0.0,Object102,Property4,126265,Source1
0.0,Object103,Property3,214703,Source1
0.0,Object103,Property4,206753,Source1
0.0,Object104,Property3,121029,Source1
0.0,Object104,Property4,245466,Source1
0.0,Object105,Property3,245831,Source1
0.0,Object105,Property4,420004,Source1
0.0,Object106,Property3,113853,Source1
0.0,Object106,Property4,405656,Source1
0.0,Object107,Property3,171624,Source1
0.0,Object107,Property4,216359,Source1
0.0,Object108,Property3,231491,Source1
0.0,Object108,Property4,316052,Source1
0.0,Object109,Property3,456721,Source1
0.0,Object109,Property4,485587,Source1
0.0,Object110,Property3,278199,Source1
0.0,Object110,Property4,497191,Source1
0.0,Object111,Property3,200754,Source1
0.0,Object111,Property4,197817,Source1
0.0,Object112,Property3,367698,Source1
0.0,Object112,Property4,184732,Source1
0.0,Object113,Property3,393809,Source1
0.0,Object113,Property4,152061,Source1
0.0,Object114,Property3,136113,Source1
0.0,Object114,Property4,355820,Source1
0.0,Object115,Property3,315979,Source1
0.0,Object115,Property4,478910,Source1
0.0,Object116,Property3,405601,Source1
0.0,Object116,Property4,413289,Source1
0.0,Object117,Property3,309937,Source1
0.0,Object117,Property4,473094,Source1
0.0,Object118,Property3,267101,Source1
0.0,Object118,Property4,394500,Source1
0.0,Object119,Property3,455614,Source1
0.0,Object119,Property4,176915,Source1
0.0,Object120,Property3,307256,Source1
0.0,Object120,Property4,407229,Source1
0.0,Object121,Property3,459574,Source1
0.0,Object121,Property4,216502,Source1
0.0,Object122,Property3,127513,Source1
0.0,Object122,Property4,120347,Source1
0.0,Object123,Property3,461874,Source1
0.0,Object123,Property4,242267,Source1
0.0,Object124,Property3,334431,Source1
0.0,Object124,Property4,471506,Source1
0.0,Object125,Property3,277396,Source1
0.0,Object125,Property4,362704,Source1
0.0,Object126,Property3,323993,Source1
0.0,Object126,Property4,315243,Source1
0.0,Object127,Property3,420546,Source1
0.0,Object127,Property4,162546,Source1
0.0,Object128,Property3,263257,Source1
0.0,Object128,Property4,427715,Source1
0.0,Object129,Property3,130944,Source1
0.0,Object129,Property4,406877,Source1
0.0,Object130,Property3,222453,Source1
0.0,Object130,Property4,278218,Source1
0.0,Object131,Property3,173071,Source1
0.0,Object131,Property4,107838,Source1
0.0,Object132,Property3,261259,Source1
0.0,Object132,Property4,254425,Source1
0.0,Object133,Property3,432325,Source1
0.0,Object133,Property4,322225,Source1
0.0,Object134,Property3,476649,Source1
0.0,Object134,Property4,261331,Source1
0.0,Object135,Property3,395852,Source1
0.0,Object135,Property4,292860,Source1
0.0,Object136,Property3,463950,Source1
0.0,Object136,Property4,196111,Source1
0.0,Object137,Property3,393453,Source1
0.0,Object137,Property4,107955,Source1
0.0,Object138,Property3,248144,Source1
0.0,Object138,Property4,488617,Source1
0.0,Object139,Property3,260199,Source1
0.0,Object139,Property4,111841,Source1
0.0,Object140,Property3,433819,Source1
0.0,Object140,Property4,119253,Source1
0.0,Object141,Property3,363856,Source1
0.0,Object141,Property4,340177,Source1
0.0,Object142,Property3,138871,Source1
0.0,Object142,Property4,234548,Source1
0.0,Object143,Property3,173309,Source1
0.0,Object143,Property4,128037,Source1
0.0,Object144,Property3,164822,Source1
0.0,Object144,Property4,134639,Source1
0.0,Object145,Property3,377723,Source1
0.0,Object145,Property4,377129,Source1
0.0,Object146,Property3,348188,Source1
0.0,Object146,Property4,191822,Source1
0.0,Object147,Property3,321630,Source1
0.0,Object147,Property4,435103,Source1
0.0,Object148,Property3,388299,Source1
0.0,Object148,Property4,380875,Source1
0.0,Object149,Property3,216841,Source1
0.0,Object149,Property4,340718,Source1
0.0,Object150,Property3,256359,Source1
0.0,Object150,Property4,116698,Source1
0.0,Object151,Property3,362862,Source1
0.0,Object151,Property4,453373,Source1
0.0,Object152,Property3,183353,Source1
0.0,Object152,Property4,484085,Source1
0.0,Object153,Property3,452875,Source1
0.0,Object153,Property4,232864,Source1
0.0,Object154,Property3,395807,Source1
0.0,Object154,Property4,119979,Source1
0.0,Object155,Property3,366472,Source1
0.0,Object155,Property4,216579,Source1
0.0,Object156,Property3,478936,Source1
0.0,Object156,Property4,166762,Source1
0.0,Object157,Property3,260360,Source1
0.0,Object157,Property4,187204,Source1
0.0,Object158,Property3,466852,Source1
0.0,Object158,Property4,349824,Source1
0.0,Object159,Property3,156823,Source1
0.0,Object159,Property4,499089,Source1
0.0,Object160,Property3,493601,Source1
0.0,Object160,Property4,368270,Source1
0.0,Object161,Property3,300481,Source1
0.0,Object161,Property4,269960,Source1
0.0,Object162,Property3,306858,Source1
0.0,Object162,Property4,468580,Source1
0.0,Object163,Property3,486863,Source1
0.0,Object163,Property4,204929,Source1
0.0,Object164,Property3,225843,Source1
0.0,Object164,Property4,464264,Source1
0.0,Object165,Property3,214941,Source1
0.0,Object165,Property4,453131,Source1
0.0,Object166,Property3,356697,Source1
0.0,Object166,Property4,293833,Source1
0.0,Object167,Property3,256020,Source1
0.0,Object167,Property4,316062,Source1
0.0,Object168,Property3,118296,Source1
0.0,Object168,Property4,186663,Source1
0.0,Object169,Property3,107949,Source1
0.0,Object169,Property4,475930,Source1
0.0,Object170,Property3,233367,Source1
0.0,Object170,Property4,219549,Source1
0.0,Object171,Property3,283807,Source1
0.0,Object171,Property4,111754,Source1
0.0,Object172,Property3,420135,Source1
0.0,Object172,Property4,488092,Source1
0.0,Object173,Property3,485693,Source1
0.0,Object173,Property4,372306,Source1
0.0,Object174,Property3,188230,Source1
0.0,Object174,Property4,375090,Source1
0.0,Object175,Property3,486379,Source1
0.0,Object175,Property4,279824,Source1
0.0,Object176,Property3,217667,Source1
0.0,Object176,Property4,329204,Source1
0.0,Object177,Property3,271473,Source1
0.0,Object177,Property4,280593,Source1
0.0,Object178,Property3,232828,Source1
0.0,Object178,Property4,165793,Source1
0.0,Object179,Property3,375424,Source1
0.0,Object179,Property4,410050,Source1
0.0,Object180,Property3,400366,Source1
0.0,Object180,Property4,112247,Source1
0.0,Object181,Property3,351909,Source1
0.0,Object181,Property4,237636,Source1
0.0,Object182,Property3,408156,Source1
0.0,Object182,Property4,491611,Source1
0.0,Object183,Property3,419282,Source1
0.0,Object183,Property4,474612,Source1
0.0,Object184,Property3,405349,Source1
0.0,Object184,Property4,480717,Source1
0.0,Object185,Property3,240251,Source1
0.0,Object185,Property4,238374,Source1
0.0,Object186,Property3,189025,Source1
0.0,Object186,Property4,254022,Source1
0.0,Object187,Property3,197683,Source1
0.0,Object187,Property4,271519,Source1
0.0,Object188,Property3,267803,Source1
0.0,Object188,Property4,492065,Source1
0.0,Object189,Property3,355633,Source1
0.0,Object189,Property4,234718,Source1
0.0,Object190,Property3,166086,Source1
0.0,Object190,Property4,303216,Source1
0.0,Object191,Property3,138327,Source1
0.0,Object191,Property4,366493,Source1
0.0,Object192,Property3,417089,Source1
0.0,Object192,Property4,208108,Source1
0.0,Object193,Property3,491228,Source1
0.0,Object193,Property4,425294,Source1
0.0,Object194,Property3,488148,Source1
0.0,Object194,Property4,310927,Source1
0.0,Object195,Property3,408816,Source1
0.0,Object195,Property4,454882,Source1
0.0,Object196,Property3,481963,Source1
0.0,Object196,Property4,206475,Source1
0.0,Object197,Property3,218517,Source1
0.0,Object197,Property4,409903,Source1
0.0,Object198,Property3,164062,Source1
0.0,Object198,Property4,414971,Source1
0.0,Object199,Property3,253868,Source1
0.0,Object199,Property4,349671,Source1
0.0,Object200,Property3,241820,Source1
0.0,Object200,Property4,315275,Source1
0.0,Object201,Property3,348909,Source1
0.0,Object201,Property4,466005,Source1
0.0,Object202,Property3,288346,Source1
0.0,Object202,Property4,187521,Source1
0.0,Object203,Property3,346873,Source1
0.0,Object203,Property4,481344,Source1
0.0,Object204,Property3,188263,Source1
0.0,Object204,Property4,167558,Source1
0.0,Object205,Property3,264448,Source1
0.0,Object205,Property4,427139,Source1
0.0,Object206,Property3,180745,Source1
0.0,Object206,Property4,439252,Source1
0.0,Object207,Property3,319346,Source1
0.0,Object207,Property4,142500,Source1
0.0,Object208,Property3,194377,Source1
0.0,Object208,Property4,155143,Source1
0.0,Object209,Property3,168496,Source1
0.0,Object209,Property4,495641,Source1
0.0,Object210,Property3,239706,Source1
0.0,Object210,Property4,317218,Source1
0.0,Object211,Property3,247044,Source1
0.0,Object211,Property4,279615,Source1
0.0,Object212,Property3,463746,Source1
0.0,Object212,Property4,356005,Source1
0.0,Object213,Property3,386829,Source1
0.0,Object213,Property4,447513,Source1
0.0,Object214,Property3,295429,Source1
0.0,Object214,Property4,231902,Source1
0.0,Object215,Property3,342506,Source1
0.0,Object215,Property4,235905,Source1
0.0,Object216,Property3,462699,Source1
0.0,Object216,Property4,202467,Source1
0.0,Object217,Property3,387793,Source1
0.0,Object217,Property4,257310,Source1
0.0,Object218,Property3,231400,Source1
0.0,Object218,Property4,394651,Source1
0.0,Object219,Property3,385667,Source1
0.0,Object219,Property4,369787,Source1
0.0,Object220,Property3,170945,Source1
0.0,Object220,Property4,488403,Source1
0.0,Object221,Property3,190686,Source1
0.0,Object221,Property4,473456,Source1
0.0,Object222,Property3,116359,Source1
0.0,Object222,Property4,446226,Source1
0.0,Object223,Property3,373913,Source1
0.0,Object223,Property4,444615,Source1
0.0,Object224,Property3,485247,Source1
0.0,Object224,Property4,205276,Source1
0.0,Object225,Property3,240883,Source1
0.0,Object225,Property4,123850,Source1
0.0,Object226,Property3,368865,Source1
0.0,Object226,Property4,407684,Source1
0.0,Object227,Property3,395007,Source1
0.0,Object227,Property4,410937,Source1
0.0,Object228,Property3,482796,Source1
0.0,Object228,Property4,139854,Source1
0.0,Object229,Property3,110840,Source1
0.0,Object229,Property4,345389,Source1
0.0,Object230,Property3,334588,Source1
0.0,Object230,Property4,245727,Source1
0.0,Object231,Property3,328415,Source1
0.0,Object231,Property4,192223,Source1
0.0,Object232,Property3,441409,Source1
0.0,Object232,Property4,351264,Source1
0.0,Object233,Property3,117386,Source1
0.0,Object233,Property4,245062,Source1
0.0,Object234,Property3,334967,Source1
0.0,Object234,Property4,454469,Source1
0.0,Object235,Property3,429728,Source1
0.0,Object235,Property4,377893,Source1
0.0,Object236,Property3,484147,Source1
0.0,Object236,Property4,344594,Source1
0.0,Object237,Property3,400334,Source1
0.0,Object237,Property4,475047,Source1
0.0,Object238,Property3,458873,Source1
0.0,Object238,Property4,359984,Source1
0.0,Object239,Property3,174656,Source1
0.0,Object239,Property4,461839,Source1
0.0,Object240,Property3,395875,Source1
0.0,Object240,Property4,342358,Source1
0.0,Object241,Property3,161772,Source1
0.0,Object241,Property4,178360,Source1
0.0,Object242,Property3,337950,Source1
0.0,Object242,Property4,434210,Source1
0.0,Object243,Property3,238560,Source1
0.0,Object243,Property4,295911,Source1
0.0,Object244,Property3,344422,Source1
0.0,Object244,Property4,124611,Source1
0.0,Object245,Property3,163083,Source1
0.0,Object245,Property4,396512,Source1
0.0,Object246,Property3,166531,Source1
0.0,Object246,Property4,413284,Source1
0.0,Object247,Property3,291584,Source1
0.0,Object247,Property4,475784,Source1
0.0,Object248,Property3,441665,Source1
0.0,Object248,Property4,363774,Source1
0.0,Object249,Property3,235442,Source1
0.0,Object249,Property4,368284,Source1
0.0,Object250,Property3,305295,Source1
0.0,Object250,Property4,267709,Source1
0.0,Object251,Property3,175523,Source1
0.0,Object251,Property4,446892,Source1
0.0,Object252,Property3,187826,Source1
0.0,Object252,Property4,104135,Source1
0.0,Object253,Property3,373936,Source1
0.0,Object253,Property4,400811,Source1
0.0,Object254,Property3,302982,Source1
0.0,Object254,Property4,300590,Source1
0.0,Object255,Property3,223685,Source1
0.0,Object255,Property4,328761,Source1
0.0,Object256,Property3,206843,Source1
0.0,Object256,Property4,447656,Source1
0.0,Object257,Property3,464143,Source1
0.0,Object257,Property4,304812,Source1
0.0,Object258,Property3,107694,Source1
0.0,Object258,Property4,364432,Source1
0.0,Object259,Property3,206679,Source1
0.0,Object259,Property4,473274,Source1
0.0,Object260,Property3,476249,Source1
0.0,Object260,Property4,328311,Source1
0.0,Object261,Property3,187440,Source1
0.0,Object261,Property4,110564,Source1
0.0,Object262,Property3,333259,Source1
0.0,Object262,Property4,384540,Source1
0.0,Object263,Property3,114600,Source1
0.0,Object263,Property4,110404,Source1
0.0,Object264,Property3,374175,Source1
0.0,Object264,Property4,206179,Source1
0.0,Object265,Property3,204602,Source1
0.0,Object265,Property4,342150,Source1
0.0,Object266,Property3,339302,Source1
0.0,Object266,Property4,355653,Source1
0.0,Object267,Property3,260669,Source1
0.0,Object267,Property4,462791,Source1
0.0,Object268,Property3,301634,Source1
0.0,Object268,Property4,372944,Source1
0.0,Object269,Property3,239031,Source1
0.0,Object269,Property4,173692,Source1
0.0,Object270,Property3,237338,Source1
0.0,Object270,Property4,213131,Source1
0.0,Object271,Property3,337174,Source1
0.0,Object271,Property4,121156,Source1
0.0,Object272,Property3,148978,Source1
0.0,Object272,Property4,382950,Source1
0.0,Object273,Property3,401811,Source1
0.0,Object273,Property4,167738,Source1
0.0,Object274,Property3,419219,Source1
0.0,Object274,Property4,145484,Source1
0.0,Object275,Property3,491937,Source1
0.0,Object275,Property4,299621,Source1
0.0,Object276,Property3,350209,Source1
0.0,Object276,Property4,376044,Source1
0.0,Object277,Property3,256107,Source1
0.0,Object277,Property4,440101,Source1
0.0,Object278,Property3,458983,Source1
0.0,Object278,Property4,381368,Source1
0.0,Object279,Property3,169367,Source1
0.0,Object279,Property4,214439,Source1
0.0,Object280,Property3,328233,Source1
0.0,Object280,Property4,243268,Source1
0.0,Object281,Property3,427891,Source1
0.0,Object281,Property4,467698,Source1
0.0,Object282,Property3,325485,Source1
0.0,Object282,Property4,437327,Source1
0.0,Object283,Property3,334383,Source1
0.0,Object283,Property4,447685,Source1
0.0,Object284,Property3,415549,Source1
0.0,Object284,Property4,454340,Source1
0.0,Object285,Property3,277225,Source1
0.0,Object285,Property4,309504,Source1
0.0,Object286,Property3,322515,Source1
0.0,Object286,Property4,315110,Source1
0.0,Object287,Property3,351676,Source1
0.0,Object287,Property4,395425,Source1
0.0,Object288,Property3,350135,Source1
0.0,Object288,Property4,176622,Source1
0.0,Object289,Property3,385310,Source1
0.0,Object289,Property4,443761,Source1
0.0,Object290,Property3,145758,Source1
0.0,Object290,Property4,466925,Source1
0.0,Object291,Property3,102117,Source1
0.0,Object291,Property4,203325,Source1
0.0,Object292,Property3,426074,Source1
0.0,Object292,Property4,287318,Source1
0.0,Object293,Property3,135604,Source1
0.0,Object293,Property4,323222,Source1
0.0,Object294,Property3,116485,Source1
0.0,Object294,Property4,444052,Source1
0.0,Object295,Property3,410116,Source1
0.0,Object295,Property4,156583,Source1
0.0,Object296,Property3,131139,Source1
0.0,Object296,Property4,474598,Source1
0.0,Object297,Property3,480664,Source1
0.0,Object297,Property4,471283,Source1
0.0,Object298,Property3,437783,Source1
0.0,Object298,Property4,486910,Source1
0.0,Object299,Property3,402720,Source1
0.0,Object299,Property4,223945,Source1
0.0,Object300,Property3,450743,Source1
0.0,Object300,Property4,494587,Source1
0.0,Object301,Property3,140956,Source1
0.0,Object301,Property4,247664,Source1
0.0,Object302,Property3,359702,Source1
0.0,Object302,Property4,142814,Source1
0.0,Object303,Property3,250293,Source1
0.0,Object303,Property4,388336,Source1
0.0,Object304,Property3,143915,Source1
0.0,Object304,Property4,304986,Source1
0.0,Object305,Property3,289246,Source1
0.0,Object305,Property4,372843,Source1
0.0,Object306,Property3,215723,Source1
0.0,Object306,Property4,390594,Source1
0.0,Object307,Property3,313663,Source1
0.0,Object307,Property4,456285,Source1
0.0,Object308,Property3,134320,Source1
0.0,Object308,Property4,159659,Source1
0.0,Object309,Property3,402887,Source1
0.0,Object309,Property4,238091,Source1
0.0,Object310,Property3,320923,Source1
0.0,Object310,Property4,499055,Source1
0.0,Object311,Property3,384439,Source1
0.0,Object311,Property4,389876,Source1
0.0,Object312,Property3,475816,Source1
0.0,Object312,Property4,303777,Source1
0.0,Object313,Property3,384355,Source1
0.0,Object313,Property4,279706,Source1
0.0,Object314,Property3,290182,Source1
0.0,Object314,Property4,383623,Source1
0.0,Object315,Property3,335587,Source1
0.0,Object315,Property4,268367,Source1
0.0,Object316,Property3,341208,Source1
0.0,Object316,Property4,492451,Source1
0.0,Object317,Property3,156902,Source1
0.0,Object317,Property4,204050,Source1
0.0,Object318,Property3,321849,Source1
0.0,Object318,Property4,191391,Source1
0.0,Object319,Property3,380070,Source1
0.0,Object319,Property4,465211,Source1
0.0,Object320,Property3,117247,Source1
0.0,Object320,Property4,456626,Source1
0.0,Object321,Property3,283614,Source1
0.0,Object321,Property4,297577,Source1
0.0,Object322,Property3,473451,Source1
0.0,Object322,Property4,294319,Source1
0.0,Object323,Property3,472326,Source1
0.0,Object323,Property4,126979,Source1
0.0,Object324,Property3,230549,Source1
0.0,Object324,Property4,156617,Source1
0.0,Object325,Property3,474790,Source1
0.0,Object325,Property4,447516,Source1
0.0,Object326,Property3,143619,Source1
0.0,Object326,Property4,191596,Source1
0.0,Object327,Property3,196978,Source1
0.0,Object327,Property4,223166,Source1
0.0,Object328,Property3,233677,Source1
0.0,Object328,Property4,442746,Source1
0.0,Object329,Property3,194135,Source1
0.0,Object329,Property4,408072,Source1
0.0,Object330,Property3,391874,Source1
0.0,Object330,Property4,441585,Source1
0.0,Object331,Property3,475024,Source1
0.0,Object331,Property4,112162,Source1
0.0,Object332,Property3,384578,Source1
0.0,Object332,Property4,466724,Source1
0.0,Object333,Property3,369339,Source1
0.0,Object333,Property4,484225,Source1
0.0,Object334,Property3,220635,Source1
0.0,Object334,Property4,346222,Source1
0.0,Object335,Property3,474761,Source1
0.0,Object335,Property4,496333,Source1
0.0,Object336,Property3,325087,Source1
0.0,Object336,Property4,337894,Source1
0.0,Object337,Property3,391022,Source1
0.0,Object337,Property4,468284,Source1
0.0,Object338,Property3,246125,Source1
0.0,Object338,Property4,304590,Source1
0.0,Object339,Property3,380564,Source1
0.0,Object339,Property4,267703,Source1
0.0,Object340,Property3,285644,Source1
0.0,Object340,Property4,334328,Source1
0.0,Object341,Property3,364404,Source1
0.0,Object341,Property4,311386,Source1
0.0,Object342,Property3,234962,Source1
0.0,Object342,Property4,462622,Source1
0.0,Object343,Property3,360454,Source1
0.0,Object343,Property4,302053,Source1
0.0,Object344,Property3,388956,Source1
0.0,Object344,Property4,303126,Source1
0.0,Object345,Property3,189708,Source1
0.0,Object345,Property4,170266,Source1
0.0,Object346,Property3,316950,Source1
0.0,Object346,Property4,231561,Source1
0.0,Object347,Property3,408968,Source1
0.0,Object347,Property4,440299,Source1
0.0,Object348,Property3,461290,Source1
0.0,Object348,Property4,207145,Source1
0.0,Object349,Property3,256671,Source1
0.0,Object349,Property4,476567,Source1
0.0,Object350,Property3,204658,Source1
0.0,Object350,Property4,166772,Source1
0.0,Object351,Property3,440364,Source1
0.0,Object351,Property4,137834,Source1
0.0,Object352,Property3,206213,Source1
0.0,Object352,Property4,344845,Source1
0.0,Object353,Property3,282320,Source1
0.0,Object353,Property4,110942,Source1
0.0,Object354,Property3,130179,Source1
0.0,Object354,Property4,265866,Source1
0.0,Object355,Property3,487260,Source1
0.0,Object355,Property4,437398,Source1
0.0,Object356,Property3,200029,Source1
0.0,Object356,Property4,115237,Source1
0.0,Object357,Property3,367548,Source1
0.0,Object357,Property4,331255,Source1
0.0,Object358,Property3,186412,Source1
0.0,Object358,Property4,165629,Source1
0.0,Object359,Property3,494984,Source1
0.0,Object359,Property4,212621,Source1
0.0,Object360,Property3,353172,Source1
0.0,Object360,Property4,468761,Source1
0.0,Object361,Property3,273853,Source1
0.0,Object361,Property4,261553,Source1
0.0,Object362,Property3,180868,Source1
0.0,Object362,Property4,398726,Source1
0.0,Object363,Property3,496809,Source1
0.0,Object363,Property4,387665,Source1
0.0,Object364,Property3,225575,Source1
0.0,Object364,Property4,478165,Source1
0.0,Object365,Property3,223958,Source1
0.0,Object365,Property4,131875,Source1
0.0,Object366,Property3,387179,Source1
0.0,Object366,Property4,104882,Source1
0.0,Object367,Property3,429393,Source1
0.0,Object367,Property4,127274,Source1
0.0,Object368,Property3,408714,Source1
