ID,Object,Property,Value,Source
0.0,Object12,Property10,256111,Source1
0.0,Object12,Property5,469591,Source1
0.0,Object12,Property6,475587,Source1
0.0,Object12,Property3,254448,Source1
0.0,Object12,Property2,171688,Source1
0.0,Object13,Property10,330753,Source1
0.0,Object13,Property5,124680,Source1
0.0,Object13,Property6,357249,Source1
0.0,Object13,Property3,473578,Source1
0.0,Object13,Property2,473542,Source1
0.0,Object14,Property10,388480,Source1
0.0,Object14,Property5,182946,Source1
0.0,Object14,Property6,217583,Source1
0.0,Object14,Property3,403063,Source1
0.0,Object14,Property2,382270,Source1
0.0,Object15,Property10,281732,Source1
0.0,Object15,Property5,282759,Source1
0.0,Object15,Property6,336609,Source1
0.0,Object15,Property3,367727,Source1
0.0,Object15,Property2,162286,Source1
0.0,Object16,Property10,139428,Source1
0.0,Object16,Property5,147371,Source1
0.0,Object16,Property6,475800,Source1
0.0,Object16,Property3,403434,Source1
0.0,Object16,Property2,437634,Source1
0.0,Object17,Property10,431192,Source1
0.0,Object17,Property5,297415,Source1
0.0,Object17,Property6,203464,Source1
0.0,Object17,Property3,465368,Source1
0.0,Object17,Property2,340598,Source1
0.0,Object18,Property10,162620,Source1
0.0,Object18,Property5,348374,Source1
0.0,Object18,Property6,434456,Source1
0.0,Object18,Property3,443555,Source1
0.0,Object18,Property2,405659,Source1
0.0,Object19,Property10,373811,Source1
0.0,Object19,Property5,284122,Source1
0.0,Object19,Property6,460629,Source1
0.0,Object19,Property3,243188,Source1
0.0,Object19,Property2,493674,Source1
0.0,Object20,Property10,117312,Source1
0.0,Object20,Property5,389223,Source1
0.0,Object20,Property6,303177,Source1
0.0,Object20,Property3,283819,Source1
0.0,Object20,Property2,493215,Source1
0.0,Object21,Property10,380354,Source1
0.0,Object21,Property5,137578,Source1
0.0,Object21,Property6,171504,Source1
0.0,Object21,Property3,266499,Source1
0.0,Object21,Property2,374558,Source1
0.0,Object22,Property10,230959,Source1
0.0,Object22,Property5,481976,Source1
0.0,Object22,Property6,425447,Source1
0.0,Object22,Property3,128722,Source1
0.0,Object22,Property2,282152,Source1
0.0,Object23,Property10,470026,Source1
0.0,Object23,Property5,353054,Source1
0.0,Object23,Property6,134932,Source1
0.0,Object23,Property3,257727,Source1
0.0,Object23,Property2,149203,Source1
0.0,Object24,Property10,137861,Source1
0.0,Object24,Property5,118337,Source1
0.0,Object24,Property6,292447,Source1
0.0,Object24,Property3,176197,Source1
0.0,Object24,Property2,294259,Source1
0.0,Object25,Property10,120247,Source1
0.0,Object25,Property5,141796,Source1
0.0,Object25,Property6,276822,Source1
0.0,Object25,Property3,261032,Source1
0.0,Object25,Property2,436854,Source1
0.0,Object26,Property10,467714,Source1
0.0,Object26,Property5,495794,Source1
0.0,Object26,Property6,310459,Source1
0.0,Object26,Property3,202660,Source1
0.0,Object26,Property2,471490,Source1
0.0,Object27,Property10,445839,Source1
0.0,Object27,Property5,190440,Source1
0.0,Object27,Property6,238660,Source1
0.0,Object27,Property3,308606,Source1
0.0,Object27,Property2,428880,Source1
0.0,Object28,Property10,233957,Source1
0.0,Object28,Property5,216406,Source1
0.0,Object28,Property6,486391,Source1
0.0,Object28,Property3,233427,Source1
0.0,Object28,Property2,472667,Source1
0.0,Object29,Property10,283429,Source1
0.0,Object29,Property5,416853,Source1
0.0,Object29,Property6,102079,Source1
0.0,Object29,Property3,145751,Source1
0.0,Object29,Property2,163718,Source1
0.0,Object30,Property10,315046,Source1
0.0,Object30,Property5,210059,Source1
0.0,Object30,Property6,290086,Source1
0.0,Object30,Property3,430317,Source1
0.0,Object30,Property2,387976,Source1
0.0,Object31,Property10,234055,Source1
0.0,Object31,Property5,388410,Source1
0.0,Object31,Property6,168190,Source1
0.0,Object31,Property3,195230,Source1
0.0,Object31,Property2,109874,Source1
0.0,Object32,Property10,481351,Source1
0.0,Object32,Property5,210459,Source1
0.0,Object32,Property6,295979,Source1
0.0,Object32,Property3,250481,Source1
0.0,Object32,Property2,257422,Source1
0.0,Object33,Property10,233874,Source1
0.0,Object33,Property5,346027,Source1
0.0,Object33,Property6,306415,Source1
0.0,Object33,Property3,136850,Source1
0.0,Object33,Property2,290788,Source1
0.0,Object34,Property10,417553,Source1
0.0,Object34,Property5,466554,Source1
0.0,Object34,Property6,153364,Source1
0.0,Object34,Property3,336954,Source1
0.0,Object34,Property2,109560,Source1
0.0,Object35,Property10,227388,Source1
0.0,Object35,Property5,322331,Source1
0.0,Object35,Property6,305676,Source1
0.0,Object35,Property3,350776,Source1
0.0,Object35,Property2,476169,Source1
0.0,Object36,Property10,247126,Source1
0.0,Object36,Property5,239295,Source1
0.0,Object36,Property6,327134,Source1
0.0,Object36,Property3,432994,Source1
0.0,Object36,Property2,134605,Source1
0.0,Object37,Property10,491573,Source1
0.0,Object37,Property5,107160,Source1
0.0,Object37,Property6,357637,Source1
0.0,Object37,Property3,479804,Source1
0.0,Object37,Property2,172082,Source1
0.0,Object38,Property10,495274,Source1
0.0,Object38,Property5,219670,Source1
0.0,Object38,Property6,431557,Source1
0.0,Object38,Property3,176897,Source1
0.0,Object38,Property2,324532,Source1
0.0,Object39,Property10,199208,Source1
0.0,Object39,Property5,327577,Source1
0.0,Object39,Property6,204863,Source1
0.0,Object39,Property3,278421,Source1
0.0,Object39,Property2,484879,Source1
0.0,Object40,Property10,264038,Source1
0.0,Object40,Property5,451532,Source1
0.0,Object40,Property6,347016,Source1
0.0,Object40,Property3,322721,Source1
0.0,Object40,Property2,344732,Source1
0.0,Object41,Property10,321439,Source1
0.0,Object41,Property5,411986,Source1
0.0,Object41,Property6,212396,Source1
0.0,Object41,Property3,334951,Source1
0.0,Object41,Property2,151151,Source1
0.0,Object42,Property10,402187,Source1
0.0,Object42,Property5,374546,Source1
0.0,Object42,Property6,259609,Source1
0.0,Object42,Property3,309335,Source1
0.0,Object42,Property2,336516,Source1
0.0,Object43,Property10,292024,Source1
0.0,Object43,Property5,112519,Source1
0.0,Object43,Property6,241568,Source1
0.0,Object43,Property3,131822,Source1
0.0,Object43,Property2,363687,Source1
0.0,Object44,Property10,381334,Source1
0.0,Object44,Property5,116876,Source1
0.0,Object44,Property6,334331,Source1
0.0,Object44,Property3,234239,Source1
0.0,Object44,Property2,116011,Source1
0.0,Object45,Property10,345860,Source1
0.0,Object45,Property5,187261,Source1
0.0,Object45,Property6,447543,Source1
0.0,Object45,Property3,164676,Source1
0.0,Object45,Property2,154041,Source1
0.0,Object46,Property10,314300,Source1
0.0,Object46,Property5,331438,Source1
0.0,Object46,Property6,352926,Source1
0.0,Object46,Property3,109560,Source1
0.0,Object46,Property2,379729,Source1
0.0,Object47,Property10,485567,Source1
0.0,Object47,Property5,406080,Source1
0.0,Object47,Property6,409127,Source1
0.0,Object47,Property3,386038,Source1
0.0,Object47,Property2,262629,Source1
0.0,Object48,Property10,282602,Source1
0.0,Object48,Property5,236600,Source1
0.0,Object48,Property6,239124,Source1
0.0,Object48,Property3,281196,Source1
0.0,Object48,Property2,420974,Source1
0.0,Object49,Property10,108931,Source1
0.0,Object49,Property5,433928,Source1
0.0,Object49,Property6,452822,Source1
0.0,Object49,Property3,340016,Source1
0.0,Object49,Property2,300222,Source1
0.0,Object50,Property10,404848,Source1
0.0,Object50,Property5,426685,Source1
0.0,Object50,Property6,310590,Source1
0.0,Object50,Property3,481428,Source1
0.0,Object50,Property2,498206,Source1
0.0,Object51,Property10,483554,Source1
0.0,Object51,Property5,482926,Source1
0.0,Object51,Property6,118561,Source1
0.0,Object51,Property3,134016,Source1
0.0,Object51,Property2,324950,Source1
0.0,Object52,Property10,321380,Source1
0.0,Object52,Property5,380121,Source1
0.0,Object52,Property6,284718,Source1
0.0,Object52,Property3,412368,Source1
0.0,Object52,Property2,253759,Source1
0.0,Object53,Property10,231974,Source1
0.0,Object53,Property5,428608,Source1
0.0,Object53,Property6,223652,Source1
0.0,Object53,Property3,406417,Source1
0.0,Object53,Property2,377307,Source1
0.0,Object54,Property10,435298,Source1
0.0,Object54,Property5,276636,Source1
0.0,Object54,Property6,152506,Source1
0.0,Object54,Property3,213157,Source1
0.0,Object54,Property2,433424,Source1
0.0,Object55,Property10,165746,Source1
0.0,Object55,Property5,241574,Source1
0.0,Object55,Property6,468706,Source1
0.0,Object55,Property3,154704,Source1
0.0,Object55,Property2,419880,Source1
0.0,Object56,Property10,209161,Source1
0.0,Object56,Property5,295055,Source1
0.0,Object56,Property6,101126,Source1
0.0,Object56,Property3,104578,Source1
0.0,Object56,Property2,254757,Source1
0.0,Object57,Property10,215295,Source1
0.0,Object57,Property5,158846,Source1
0.0,Object57,Property6,118489,Source1
0.0,Object57,Property3,361891,Source1
0.0,Object57,Property2,408642,Source1
0.0,Object58,Property10,101744,Source1
0.0,Object58,Property5,330539,Source1
0.0,Object58,Property6,449124,Source1
0.0,Object58,Property3,476354,Source1
0.0,Object58,Property2,498627,Source1
0.0,Object59,Property10,349644,Source1
0.0,Object59,Property5,165820,Source1
0.0,Object59,Property6,406718,Source1
0.0,Object59,Property3,460409,Source1
0.0,Object59,Property2,157349,Source1
0.0,Object60,Property10,204309,Source1
0.0,Object60,Property5,423634,Source1
0.0,Object60,Property6,261351,Source1
0.0,Object60,Property3,180639,Source1
0.0,Object60,Property2,269000,Source1
0.0,Object61,Property10,423269,Source1
0.0,Object61,Property5,297967,Source1
0.0,Object61,Property6,411346,Source1
0.0,Object61,Property3,478560,Source1
0.0,Object61,Property2,101364,Source1
0.0,Object62,Property10,146883,Source1
0.0,Object62,Property5,388807,Source1
0.0,Object62,Property6,118179,Source1
0.0,Object62,Property3,244509,Source1
0.0,Object62,Property2,233900,Source1
0.0,Object63,Property10,181829,Source1
0.0,Object63,Property5,232014,Source1
0.0,Object63,Property6,427431,Source1
0.0,Object63,Property3,187093,Source1
0.0,Object63,Property2,194704,Source1
0.0,Object64,Property10,234091,Source1
0.0,Object64,Property5,487600,Source1
0.0,Object64,Property6,316557,Source1
0.0,Object64,Property3,461614,Source1
0.0,Object64,Property2,473780,Source1
0.0,Object65,Property10,294355,Source1
0.0,Object65,Property5,284926,Source1
0.0,Object65,Property6,355199,Source1
0.0,Object65,Property3,176909,Source1
0.0,Object65,Property2,465272,Source1
0.0,Object66,Property10,323641,Source1
0.0,Object66,Property5,411366,Source1
0.0,Object66,Property6,492868,Source1
0.0,Object66,Property3,216182,Source1
0.0,Object66,Property2,388291,Source1
0.0,Object67,Property10,409409,Source1
0.0,Object67,Property5,494867,Source1
0.0,Object67,Property6,302604,Source1
0.0,Object67,Property3,135466,Source1
0.0,Object67,Property2,393858,Source1
0.0,Object68,Property10,211654,Source1
0.0,Object68,Property5,183776,Source1
0.0,Object68,Property6,495286,Source1
0.0,Object68,Property3,186040,Source1
0.0,Object68,Property2,258199,Source1
0.0,Object69,Property10,271901,Source1
0.0,Object69,Property5,327982,Source1
0.0,Object69,Property6,291801,Source1
0.0,Object69,Property3,435150,Source1
0.0,Object69,Property2,259535,Source1
0.0,Object70,Property10,452082,Source1
0.0,Object70,Property5,462323,Source1
0.0,Object70,Property6,305298,Source1
0.0,Object70,Property3,105429,Source1
0.0,Object70,Property2,186034,Source1
0.0,Object71,Property10,234179,Source1
0.0,Object71,Property5,196559,Source1
0.0,Object71,Property6,389225,Source1
0.0,Object71,Property3,431823,Source1
0.0,Object71,Property2,449626,Source1
0.0,Object72,Property10,415990,Source1
0.0,Object72,Property5,439223,Source1
0.0,Object72,Property6,246915,Source1
0.0,Object72,Property3,231649,Source1
0.0,Object72,Property2,437032,Source1
0.0,Object73,Property10,175714,Source1
0.0,Object73,Property5,318256,Source1
0.0,Object73,Property6,378605,Source1
0.0,Object73,Property3,184446,Source1
0.0,Object73,Property2,153553,Source1
0.0,Object74,Property10,187062,Source1
0.0,Object74,Property5,127905,Source1
0.0,Object74,Property6,481732,Source1
0.0,Object74,Property3,472388,Source1
0.0,Object74,Property2,433357,Source1
0.0,Object75,Property10,359183,Source1
0.0,Object75,Property5,138143,Source1
0.0,Object75,Property6,369228,Source1
0.0,Object75,Property3,408075,Source1
0.0,Object75,Property2,381960,Source1
0.0,Object76,Property10,435605,Source1
0.0,Object76,Property5,486541,Source1
0.0,Object76,Property6,115973,Source1
0.0,Object76,Property3,292365,Source1
0.0,Object76,Property2,440526,Source1
0.0,Object77,Property10,324861,Source1
0.0,Object77,Property5,425788,Source1
0.0,Object77,Property6,319316,Source1
0.0,Object77,Property3,256678,Source1
0.0,Object77,Property2,153634,Source1
0.0,Object78,Property10,469967,Source1
0.0,Object78,Property5,349570,Source1
0.0,Object78,Property6,171372,Source1
0.0,Object78,Property3,151789,Source1
0.0,Object78,Property2,418258,Source1
0.0,Object79,Property10,370775,Source1
0.0,Object79,Property5,384612,Source1
0.0,Object79,Property6,266269,Source1
0.0,Object79,Property3,445698,Source1
0.0,Object79,Property2,301681,Source1
0.0,Object80,Property10,343430,Source1
0.0,Object80,Property5,315071,Source1
0.0,Object80,Property6,302495,Source1
0.0,Object80,Property3,304538,Source1
0.0,Object80,Property2,367025,Source1
0.0,Object81,Property10,143410,Source1
0.0,Object81,Property5,131812,Source1
0.0,Object81,Property6,154255,Source1
0.0,Object81,Property3,365965,Source1
0.0,Object81,Property2,192920,Source1
0.0,Object82,Property10,194489,Source1
0.0,Object82,Property5,273401,Source1
0.0,Object82,Property6,428049,Source1
0.0,Object82,Property3,422026,Source1
0.0,Object82,Property2,202748,Source1
0.0,Object83,Property10,118478,Source1
0.0,Object83,Property5,303069,Source1
0.0,Object83,Property6,376594,Source1
0.0,Object83,Property3,106403,Source1
0.0,Object83,Property2,134100,Source1
0.0,Object84,Property10,424257,Source1
0.0,Object84,Property5,232267,Source1
0.0,Object84,Property6,197051,Source1
0.0,Object84,Property3,138819,Source1
0.0,Object84,Property2,122072,Source1
0.0,Object85,Property10,386327,Source1
0.0,Object85,Property5,476317,Source1
0.0,Object85,Property6,466870,Source1
0.0,Object85,Property3,408468,Source1
0.0,Object85,Property2,182213,Source1
0.0,Object86,Property10,188944,Source1
0.0,Object86,Property5,353200,Source1
0.0,Object86,Property6,294377,Source1
0.0,Object86,Property3,381084,Source1
0.0,Object86,Property2,107050,Source1
0.0,Object87,Property10,104273,Source1
0.0,Object87,Property5,162677,Source1
0.0,Object87,Property6,285453,Source1
0.0,Object87,Property3,260911,Source1
0.0,Object87,Property2,174386,Source1
0.0,Object88,Property10,135861,Source1
0.0,Object88,Property5,185502,Source1
0.0,Object88,Property6,126431,Source1
0.0,Object88,Property3,272390,Source1
0.0,Object88,Property2,374937,Source1
0.0,Object89,Property10,375877,Source1
0.0,Object89,Property5,337353,Source1
0.0,Object89,Property6,482934,Source1
0.0,Object89,Property3,411289,Source1
0.0,Object89,Property2,334638,Source1
0.0,Object90,Property10,305628,Source1
0.0,Object90,Property5,304257,Source1
0.0,Object90,Property6,346939,Source1
0.0,Object90,Property3,152855,Source1
0.0,Object90,Property2,259777,Source1
0.0,Object91,Property10,285779,Source1
0.0,Object91,Property5,229534,Source1
0.0,Object91,Property6,470845,Source1
0.0,Object91,Property3,455666,Source1
0.0,Object91,Property2,323973,Source1
0.0,Object92,Property10,410752,Source1
0.0,Object92,Property5,201561,Source1
0.0,Object92,Property6,147863,Source1
0.0,Object92,Property3,275274,Source1
0.0,Object92,Property2,131590,Source1
0.0,Object93,Property10,225878,Source1
0.0,Object93,Property5,245767,Source1
0.0,Object93,Property6,154261,Source1
0.0,Object93,Property3,442963,Source1
0.0,Object93,Property2,231176,Source1
0.0,Object94,Property10,337991,Source1
0.0,Object94,Property5,222098,Source1
0.0,Object94,Property6,149456,Source1
0.0,Object94,Property3,326668,Source1
0.0,Object94,Property2,441163,Source1
0.0,Object95,Property10,418250,Source1
0.0,Object95,Property5,277617,Source1
0.0,Object95,Property6,157317,Source1
0.0,Object95,Property3,359678,Source1
0.0,Object95,Property2,280923,Source1
0.0,Object96,Property10,336380,Source1
0.0,Object96,Property5,415324,Source1
0.0,Object96,Property6,146189,Source1
0.0,Object96,Property3,304985,Source1
0.0,Object96,Property2,275723,Source1
0.0,Object97,Property10,396856,Source1
0.0,Object97,Property5,366547,Source1
0.0,Object97,Property6,288609,Source1
0.0,Object97,Property3,277497,Source1
0.0,Object97,Property2,378634,Source1
0.0,Object98,Property10,339731,Source1
0.0,Object98,Property5,198670,Source1
0.0,Object98,Property6,232908,Source1
0.0,Object98,Property3,320622,Source1
0.0,Object98,Property2,217770,Source1
0.0,Object99,Property10,137470,Source1
0.0,Object99,Property5,458439,Source1
0.0,Object99,Property6,306930,Source1
0.0,Object99,Property3,205504,Source1
0.0,Object99,Property2,132140,Source1
0.0,Object100,Property10,221070,Source1
0.0,Object100,Property5,498773,Source1
0.0,Object100,Property6,449017,Source1
0.0,Object100,Property3,392133,Source1
0.0,Object100,Property2,428427,Source1
0.0,Object101,Property10,336536,Source1
0.0,Object101,Property5,258239,Source1
0.0,Object101,Property6,148894,Source1
0.0,Object101,Property3,277728,Source1
0.0,Object101,Property2,336342,Source1
0.0,Object102,Property10,314911,Source1
0.0,Object102,Property5,230785,Source1
0.0,Object102,Property6,408853,Source1
0.0,Object102,Property3,166967,Source1
0.0,Object102,Property2,446302,Source1
0.0,Object103,Property10,498583,Source1
0.0,Object103,Property5,474304,Source1
0.0,Object103,Property6,203020,Source1
0.0,Object103,Property3,117939,Source1
0.0,Object103,Property2,458751,Source1
0.0,Object104,Property10,369600,Source1
0.0,Object104,Property5,268968,Source1
0.0,Object104,Property6,186070,Source1
0.0,Object104,Property3,151029,Source1
0.0,Object104,Property2,496374,Source1
0.0,Object105,Property10,448374,Source1
0.0,Object105,Property5,413822,Source1
0.0,Object105,Property6,327476,Source1
0.0,Object105,Property3,392583,Source1
0.0,Object105,Property2,445235,Source1
0.0,Object106,Property10,298367,Source1
0.0,Object106,Property5,475455,Source1
0.0,Object106,Property6,373352,Source1
0.0,Object106,Property3,286098,Source1
0.0,Object106,Property2,347634,Source1
0.0,Object107,Property10,181963,Source1
0.0,Object107,Property5,495351,Source1
0.0,Object107,Property6,475945,Source1
0.0,Object107,Property3,281932,Source1
0.0,Object107,Property2,292629,Source1
0.0,Object108,Property10,436645,Source1
0.0,Object108,Property5,433664,Source1
0.0,Object108,Property6,450065,Source1
0.0,Object108,Property3,165851,Source1
0.0,Object108,Property2,313970,Source1
0.0,Object109,Property10,195170,Source1
0.0,Object109,Property5,147426,Source1
0.0,Object109,Property6,250501,Source1
0.0,Object109,Property3,400406,Source1
0.0,Object109,Property2,271765,Source1
0.0,Object110,Property10,103682,Source1
0.0,Object110,Property5,248949,Source1
0.0,Object110,Property6,162125,Source1
0.0,Object110,Property3,117610,Source1
0.0,Object110,Property2,382534,Source1
0.0,Object111,Property10,103270,Source1
0.0,Object111,Property5,396746,Source1
0.0,Object111,Property6,253534,Source1
0.0,Object111,Property3,181421,Source1
0.0,Object111,Property2,427709,Source1
0.0,Object112,Property10,444677,Source1
0.0,Object112,Property5,470827,Source1
0.0,Object112,Property6,409864,Source1
0.0,Object112,Property3,382271,Source1
0.0,Object112,Property2,385530,Source1
0.0,Object113,Property10,385572,Source1
0.0,Object113,Property5,409277,Source1
0.0,Object113,Property6,442244,Source1
0.0,Object113,Property3,268625,Source1
0.0,Object113,Property2,361292,Source1
0.0,Object114,Property10,205148,Source1
0.0,Object114,Property5,497868,Source1
0.0,Object114,Property6,385947,Source1
0.0,Object114,Property3,202341,Source1
0.0,Object114,Property2,136792,Source1
0.0,Object115,Property10,271827,Source1
0.0,Object115,Property5,187261,Source1
0.0,Object115,Property6,164781,Source1
0.0,Object115,Property3,423711,Source1
0.0,Object115,Property2,242154,Source1
0.0,Object116,Property10,211415,Source1
0.0,Object116,Property5,140515,Source1
0.0,Object116,Property6,144515,Source1
0.0,Object116,Property3,146379,Source1
0.0,Object116,Property2,487986,Source1
0.0,Object117,Property10,266586,Source1
0.0,Object117,Property5,258226,Source1
0.0,Object117,Property6,260027,Source1
0.0,Object117,Property3,475886,Source1
0.0,Object117,Property2,366801,Source1
0.0,Object118,Property10,413383,Source1
0.0,Object118,Property5,435920,Source1
0.0,Object118,Property6,317248,Source1
0.0,Object118,Property3,135184,Source1
0.0,Object118,Property2,287136,Source1
0.0,Object119,Property10,201364,Source1
0.0,Object119,Property5,315438,Source1
0.0,Object119,Property6,493120,Source1
0.0,Object119,Property3,384686,Source1
0.0,Object119,Property2,301993,Source1
0.0,Object120,Property10,175427,Source1
0.0,Object120,Property5,326495,Source1
0.0,Object120,Property6,357176,Source1
0.0,Object120,Property3,132100,Source1
0.0,Object120,Property2,406318,Source1
0.0,Object121,Property10,239175,Source1
0.0,Object121,Property5,224253,Source1
0.0,Object121,Property6,312821,Source1
0.0,Object121,Property3,498749,Source1
0.0,Object121,Property2,140623,Source1
0.0,Object122,Property10,414804,Source1
0.0,Object122,Property5,485298,Source1
0.0,Object122,Property6,478885,Source1
0.0,Object122,Property3,189141,Source1
0.0,Object122,Property2,355541,Source1
0.0,Object123,Property10,493655,Source1
0.0,Object123,Property5,130490,Source1
0.0,Object123,Property6,347295,Source1
0.0,Object123,Property3,240178,Source1
0.0,Object123,Property2,474042,Source1
0.0,Object124,Property10,470671,Source1
0.0,Object124,Property5,219788,Source1
0.0,Object124,Property6,384572,Source1
0.0,Object124,Property3,209162,Source1
0.0,Object124,Property2,375689,Source1
0.0,Object125,Property10,412626,Source1
0.0,Object125,Property5,224859,Source1
0.0,Object125,Property6,145594,Source1
0.0,Object125,Property3,322657,Source1
0.0,Object125,Property2,235906,Source1
0.0,Object126,Property10,310226,Source1
0.0,Object126,Property5,246323,Source1
0.0,Object126,Property6,394509,Source1
0.0,Object126,Property3,345054,Source1
0.0,Object126,Property2,162348,Source1
0.0,Object127,Property10,344288,Source1
0.0,Object127,Property5,284837,Source1
0.0,Object127,Property6,461266,Source1
0.0,Object127,Property3,271529,Source1
0.0,Object127,Property2,303106,Source1
0.0,Object128,Property10,145784,Source1
0.0,Object128,Property5,285866,Source1
0.0,Object128,Property6,141204,Source1
0.0,Object128,Property3,271992,Source1
0.0,Object128,Property2,261152,Source1
0.0,Object129,Property10,490351,Source1
0.0,Object129,Property5,381133,Source1
0.0,Object129,Property6,137629,Source1
0.0,Object129,Property3,368684,Source1
0.0,Object129,Property2,391697,Source1
0.0,Object130,Property10,243264,Source1
0.0,Object130,Property5,499395,Source1
0.0,Object130,Property6,176370,Source1
0.0,Object130,Property3,443588,Source1
0.0,Object130,Property2,254412,Source1
0.0,Object131,Property10,128254,Source1
0.0,Object131,Property5,202801,Source1
0.0,Object131,Property6,489098,Source1
0.0,Object131,Property3,167667,Source1
0.0,Object131,Property2,361448,Source1
0.0,Object132,Property10,326708,Source1
0.0,Object132,Property5,394673,Source1
0.0,Object132,Property6,248955,Source1
0.0,Object132,Property3,267218,Source1
0.0,Object132,Property2,166907,Source1
0.0,Object133,Property10,454275,Source1
0.0,Object133,Property5,102916,Source1
0.0,Object133,Property6,307163,Source1
0.0,Object133,Property3,312116,Source1
0.0,Object133,Property2,170764,Source1
0.0,Object134,Property10,155529,Source1
0.0,Object134,Property5,471329,Source1
0.0,Object134,Property6,162562,Source1
0.0,Object134,Property3,396491,Source1
0.0,Object134,Property2,291248,Source1
0.0,Object135,Property10,492721,Source1
0.0,Object135,Property5,360754,Source1
0.0,Object135,Property6,264610,Source1
0.0,Object135,Property3,178778,Source1
0.0,Object135,Property2,160520,Source1
0.0,Object136,Property10,352342,Source1
0.0,Object136,Property5,163668,Source1
0.0,Object136,Property6,475537,Source1
0.0,Object136,Property3,476515,Source1
0.0,Object136,Property2,349512,Source1
0.0,Object137,Property10,455650,Source1
0.0,Object137,Property5,385750,Source1
0.0,Object137,Property6,405844,Source1
0.0,Object137,Property3,409611,Source1
0.0,Object137,Property2,187833,Source1
0.0,Object138,Property10,455601,Source1
0.0,Object138,Property5,144488,Source1
0.0,Object138,Property6,176647,Source1
0.0,Object138,Property3,261279,Source1
0.0,Object138,Property2,467012,Source1
0.0,Object139,Property10,288231,Source1
0.0,Object139,Property5,395959,Source1
0.0,Object139,Property6,148629,Source1
0.0,Object139,Property3,270337,Source1
0.0,Object139,Property2,434515,Source1
0.0,Object140,Property10,131002,Source1
0.0,Object140,Property5,327548,Source1
0.0,Object140,Property6,178383,Source1
0.0,Object140,Property3,115186,Source1
0.0,Object140,Property2,292058,Source1
0.0,Object141,Property10,228056,Source1
0.0,Object141,Property5,110537,Source1
0.0,Object141,Property6,149688,Source1
0.0,Object141,Property3,306258,Source1
0.0,Object141,Property2,248450,Source1
0.0,Object142,Property10,289184,Source1
0.0,Object142,Property5,214424,Source1
0.0,Object142,Property6,330423,Source1
0.0,Object142,Property3,467275,Source1
0.0,Object142,Property2,204607,Source1
0.0,Object143,Property10,128921,Source1
0.0,Object143,Property5,406344,Source1
0.0,Object143,Property6,230446,Source1
0.0,Object143,Property3,260748,Source1
0.0,Object143,Property2,456367,Source1
0.0,Object144,Property10,108072,Source1
0.0,Object144,Property5,387079,Source1
0.0,Object144,Property6,326122,Source1
0.0,Object144,Property3,313862,Source1
0.0,Object144,Property2,295580,Source1
0.0,Object145,Property10,484754,Source1
0.0,Object145,Property5,161479,Source1
0.0,Object145,Property6,283836,Source1
0.0,Object145,Property3,344181,Source1
0.0,Object145,Property2,400306,Source1
0.0,Object146,Property10,335769,Source1
0.0,Object146,Property5,441390,Source1
0.0,Object146,Property6,389920,Source1
0.0,Object146,Property3,430906,Source1
0.0,Object146,Property2,233484,Source1
0.0,Object147,Property10,295366,Source1
0.0,Object147,Property5,203810,Source1
0.0,Object147,Property6,310134,Source1
0.0,Object147,Property3,277521,Source1
0.0,Object147,Property2,378209,Source1
