Object,Property,Value,False
Object3,Property3,421549,"[936977, 733200, 676311, 557141, 533413, 889535, 916125, 528434, 885596, 731910, 958341, 537904, 589874, 855163, 652997, 801898, 549606, 539441, 796602, 536800]"
Object3,Property4,271061,"[720844, 895668, 635258, 747741, 988620, 560903, 502290, 743639, 652690, 892844, 745364, 596920, 700026, 914451, 527006, 584360, 587877, 718114, 821259, 808866]"
Object3,Property5,228620,"[930580, 904383, 926111, 587256, 661218, 905821, 952262, 500434, 995199, 641867, 694691, 709076, 988472, 790269, 709182, 890052, 637397, 832658, 509952, 546514]"
Object3,Property6,269376,"[549925, 609155, 599772, 580753, 657978, 631606, 803836, 810191, 563588, 623892, 625294, 848763, 968717, 637062, 875933, 736478, 880637, 593643, 540119, 720302]"
Object3,Property7,397820,"[821325, 816286, 812051, 751667, 597137, 562289, 663234, 522741, 670365, 537582, 755412, 911710, 634386, 897103, 747490, 864844, 539579, 618286, 800212, 750705]"
Object3,Property8,244785,"[925352, 919031, 747816, 852815, 512894, 805434, 998010, 898589, 565954, 723122, 714727, 829319, 608480, 813357, 905084, 702798, 524330, 800387, 708456, 587429]"
Object3,Property9,320234,"[680438, 658901, 839922, 739079, 880663, 739394, 946682, 724423, 714958, 702675, 961918, 991772, 743417, 821670, 951003, 548533, 579000, 523656, 841593, 981629]"
Object3,Property10,466513,"[679474, 813433, 982888, 563886, 768683, 730567, 735486, 756336, 810931, 760920, 949989, 811378, 833358, 540890, 843854, 748232, 996857, 781209, 651463, 743920]"
Object4,Property1,178278,"[797553, 762899, 716227, 863669, 630775, 693138, 907816, 844620, 706200, 729911, 825155, 905381, 875543, 783476, 517029, 744574, 709329, 733158, 790587, 502765]"
Object4,Property2,463396,"[772166, 670298, 722133, 698328, 531694, 928903, 633254, 627954, 557265, 899495, 694733, 866702, 938034, 839576, 903571, 743726, 685716, 764762, 842793, 734543]"
Object4,Property3,195399,"[581181, 530905, 615700, 961848, 649158, 901041, 950628, 564846, 539053, 521531, 841447, 729424, 930545, 740944, 916181, 964735, 775402, 842405, 815463, 628302]"
Object4,Property4,127094,"[592687, 509630, 882256, 591169, 995853, 673342, 853948, 875335, 961564, 820594, 854398, 848849, 729768, 586353, 676889, 600475, 756512, 860842, 567060, 793869]"
Object4,Property5,147111,"[601681, 936360, 668269, 777255, 737544, 985072, 718037, 941247, 955188, 743703, 510904, 903024, 918596, 829105, 604134, 573943, 552000, 694302, 515818, 842064]"
Object4,Property6,270403,"[776419, 899763, 587617, 600714, 712049, 834823, 930828, 766241, 560209, 535577, 777855, 779332, 674313, 967582, 790856, 717486, 822566, 765295, 681561, 611102]"
Object4,Property7,140656,"[974470, 613117, 832987, 591502, 809894, 897778, 769985, 757807, 569238, 804447, 808854, 638904, 926297, 623831, 908578, 742119, 615024, 547346, 822216, 818175]"
Object4,Property8,198885,"[932623, 724605, 848403, 943340, 926226, 740944, 891780, 667827, 624751, 939662, 558673, 787359, 779012, 908429, 866971, 591259, 503945, 784647, 724472, 941419]"
Object4,Property9,477109,"[983056, 906575, 647466, 854429, 839537, 878838, 780243, 591958, 575624, 636295, 870360, 906928, 985951, 617131, 555185, 668204, 639828, 619994, 768470, 797185]"
Object4,Property10,423133,"[794800, 945390, 906781, 576575, 623836, 694709, 648684, 501020, 970033, 668476, 625019, 689286, 693795, 655775, 623665, 895908, 576189, 520918, 849771, 841847]"
Object5,Property1,459638,"[712658, 503102, 877403, 533592, 711446, 940383, 723059, 796094, 728168, 542836, 882253, 936181, 562000, 572413, 775214, 577093, 933818, 986726, 857339, 706472]"
Object5,Property2,213137,"[775541, 668344, 696648, 557056, 550211, 841644, 690613, 863001, 961884, 632303, 838525, 959571, 608516, 634322, 519176, 911300, 809473, 955819, 784496, 651472]"
Object5,Property3,112944,"[866790, 916954, 824076, 538927, 754358, 678047, 824640, 852008, 937969, 839168, 518354, 933149, 581224, 771714, 716734, 509625, 977166, 902696, 738547, 504533]"
Object5,Property4,177534,"[902312, 891655, 958558, 530879, 916611, 548434, 918530, 811715, 793334, 637293, 717162, 867758, 584873, 741687, 738108, 827061, 516773, 779316, 997956, 567421]"
Object5,Property5,179464,"[711373, 536504, 670380, 807860, 559900, 593225, 517260, 778596, 989840, 860292, 800272, 897186, 859247, 858493, 979039, 666943, 530772, 969143, 950148, 567858]"
Object5,Property6,432822,"[839667, 954476, 955180, 819367, 894006, 641319, 881152, 745485, 733593, 846626, 708528, 918222, 817264, 958681, 644637, 689608, 811895, 518702, 633565, 801911]"
Object5,Property7,150097,"[804240, 900565, 572840, 974573, 929606, 883582, 547015, 573220, 818905, 609122, 821899, 896983, 709986, 626308, 631051, 587512, 593279, 557479, 847069, 510889]"
Object5,Property8,237424,"[818485, 997540, 868262, 774456, 550531, 762909, 876004, 699147, 700599, 642370, 941492, 982201, 993917, 764327, 783888, 779107, 549356, 563166, 744376, 834759]"
Object5,Property9,172625,"[638657, 741917, 707217, 791605, 724283, 505225, 723270, 697364, 610417, 837376, 871537, 603820, 924855, 676913, 840659, 646271, 548373, 793841, 822485, 879572]"
Object5,Property10,252721,"[719070, 712560, 604649, 622777, 586430, 899230, 892459, 546277, 947128, 964076, 648022, 781479, 668042, 815718, 561723, 910078, 532787, 545987, 890834, 864303]"
Object6,Property1,389134,"[850511, 717573, 585676, 684291, 801713, 976516, 849858, 815059, 575138, 814135, 504406, 865716, 941958, 507039, 637485, 724739, 861276, 553387, 522803, 758467]"
Object6,Property2,219726,"[556620, 533403, 913424, 979154, 541219, 555220, 657313, 937423, 972137, 806065, 628773, 619043, 608781, 840951, 587176, 773651, 645405, 723991, 789183, 813814]"
Object6,Property3,343530,"[922116, 545690, 903110, 702674, 704297, 698344, 849260, 917112, 836000, 857179, 607899, 825340, 531121, 868186, 947876, 986631, 981048, 825524, 524228, 637053]"
Object6,Property4,330909,"[659914, 565818, 571646, 843696, 877606, 579141, 607498, 767916, 895737, 966668, 647398, 881531, 682398, 969823, 805249, 773974, 548321, 882594, 938779, 882167]"
Object6,Property5,408185,"[517166, 506556, 930219, 657681, 801421, 810045, 850907, 606753, 668414, 985438, 866826, 538264, 652775, 835509, 969617, 819001, 750176, 893435, 681600, 549356]"
Object6,Property6,408850,"[699396, 870338, 955943, 867299, 774852, 710811, 625984, 684413, 924651, 541865, 648190, 949749, 967916, 796074, 628393, 940358, 616476, 500833, 598169, 726220]"
Object6,Property7,209431,"[646514, 519857, 656591, 869957, 930356, 783980, 707188, 699648, 914754, 969583, 731987, 956394, 916924, 638814, 569373, 809165, 616633, 712936, 583717, 624389]"
Object6,Property8,202058,"[523430, 900360, 707742, 778414, 908686, 668982, 977981, 571711, 730724, 937511, 581497, 944483, 961408, 513337, 768033, 665627, 803133, 702252, 789335, 756457]"
Object6,Property9,202283,"[703741, 886254, 894239, 902374, 645472, 556306, 848380, 892654, 608342, 876539, 943700, 754556, 846283, 869907, 770794, 971493, 703425, 735353, 878510, 554454]"
Object6,Property10,379963,"[860970, 682404, 557766, 913264, 985584, 912930, 694018, 699323, 590021, 888920, 670421, 994726, 854437, 847057, 516338, 749017, 691923, 646077, 561548, 975521]"
Object7,Property1,229885,"[570005, 672743, 569829, 538076, 669833, 537416, 565493, 541659, 514825, 610732, 628841, 811919, 638904, 809049, 791387, 570301, 502197, 575694, 748508, 814660]"
Object7,Property2,483990,"[854269, 537685, 533741, 776536, 832473, 738676, 548661, 572534, 978190, 505923, 570180, 718019, 543957, 794207, 850166, 510120, 615543, 573968, 961968, 937238]"
Object7,Property3,341102,"[989761, 622882, 890151, 757472, 529614, 774023, 980763, 578273, 520273, 794128, 504384, 811898, 982503, 532248, 733845, 861551, 613221, 554461, 623899, 809983]"
Object7,Property4,161164,"[768568, 914590, 848909, 819410, 637571, 764821, 943617, 906955, 696080, 985289, 720477, 744887, 502048, 710357, 697829, 810665, 574510, 831717, 668275, 809442]"
Object7,Property5,287862,"[890699, 576766, 616423, 557660, 999424, 767528, 914355, 559666, 555031, 927437, 613825, 973388, 999902, 983788, 577608, 842161, 708065, 923539, 531876, 602067]"
Object7,Property6,156407,"[501371, 930793, 519419, 590763, 776695, 992345, 979041, 560441, 753580, 740390, 774078, 799499, 704495, 730322, 788265, 636579, 686864, 719239, 540483, 786106]"
Object7,Property7,224094,"[506051, 784015, 891141, 684675, 826410, 622837, 784653, 990377, 505320, 559903, 794771, 909486, 769605, 744155, 552961, 603262, 962250, 658767, 723746, 540850]"
Object7,Property8,191010,"[555937, 630765, 747726, 654389, 918026, 790000, 973040, 995437, 959830, 933898, 575787, 789858, 540872, 716951, 509339, 992294, 533859, 552222, 629522, 550728]"
Object7,Property9,140151,"[972808, 901395, 732220, 519022, 798937, 605472, 765065, 615353, 520757, 524669, 898661, 514106, 910264, 763956, 908884, 995575, 503966, 998082, 572948, 875585]"
Object7,Property10,183708,"[862211, 645623, 813313, 638662, 922686, 816162, 949648, 720576, 899738, 890432, 899159, 853937, 592644, 794242, 914024, 513509, 986200, 653729, 975327, 945582]"
Object8,Property1,218955,"[679149, 958946, 845523, 544643, 521251, 556133, 763138, 719432, 867345, 569086, 798553, 729314, 574474, 848341, 632122, 845518, 978926, 623162, 577334, 911142]"
Object8,Property2,204659,"[792833, 931837, 689800, 852736, 626104, 576736, 599270, 816577, 522558, 539389, 790056, 890095, 832738, 674068, 988712, 524640, 589457, 900258, 668647, 582694]"
Object8,Property3,481113,"[541324, 766420, 883549, 910380, 505953, 878722, 580407, 669377, 980835, 740607, 721081, 929985, 566419, 516406, 742926, 989383, 987848, 625374, 582830, 979639]"
Object8,Property4,459170,"[872565, 573786, 655665, 615317, 949269, 720352, 804293, 677115, 624195, 522205, 990440, 852518, 842337, 577305, 540534, 981326, 930417, 544118, 669281, 696035]"
Object8,Property5,476841,"[826019, 722180, 687538, 955488, 631821, 896798, 794407, 876353, 971238, 596933, 549986, 514129, 970158, 527986, 944105, 764865, 546993, 523718, 520674, 552890]"
Object8,Property6,458462,"[609935, 838103, 573972, 536401, 547308, 516450, 584314, 875961, 929788, 607268, 660275, 643871, 773630, 568155, 964723, 792776, 959555, 968216, 595776, 859209]"
Object8,Property7,336544,"[673249, 778289, 892427, 567079, 659550, 894322, 519347, 723761, 731007, 691631, 750358, 730757, 640203, 892388, 737713, 848294, 722193, 930214, 957166, 811188]"
Object8,Property8,280735,"[565381, 786810, 697696, 985163, 742325, 873055, 562498, 637234, 679426, 571478, 888853, 572755, 791016, 713878, 915087, 966907, 591220, 621219, 503895, 787017]"
Object8,Property9,446232,"[568721, 888557, 808873, 763296, 532213, 899284, 548336, 641379, 994808, 804643, 785373, 593026, 656267, 852529, 691979, 848993, 871821, 582944, 517165, 602460]"
Object8,Property10,213064,"[575712, 637958, 772953, 837035, 625760, 963297, 821108, 870614, 904640, 600046, 593840, 679978, 589179, 596717, 837807, 885838, 671896, 682325, 852597, 640771]"
Object9,Property1,195016,"[982888, 864236, 889970, 558577, 856694, 783015, 673243, 731669, 869088, 500097, 571516, 737418, 883392, 910400, 771155, 926349, 633492, 931356, 789704, 874006]"
Object9,Property2,307028,"[884886, 675747, 901923, 740281, 944305, 586281, 616788, 866032, 654513, 750470, 886878, 909258, 937057, 909197, 827955, 981782, 591669, 878912, 599455, 898761]"
Object9,Property3,223869,"[945155, 970378, 855232, 832577, 835986, 545198, 853349, 827548, 549188, 535872, 765628, 893677, 677553, 700574, 838862, 644982, 794432, 730475, 628501, 801850]"
Object9,Property4,465824,"[934954, 531833, 736553, 997206, 504028, 882181, 749433, 901580, 876371, 984764, 518878, 640393, 562394, 914951, 729898, 650223, 695903, 711405, 581552, 517009]"
Object9,Property5,349150,"[552936, 691676, 590216, 600059, 730465, 823180, 736142, 900527, 726172, 693287, 503996, 967209, 713113, 640223, 605214, 868567, 953568, 611618, 891191, 750309]"
Object9,Property6,208226,"[676790, 919000, 580379, 716558, 779775, 809130, 795672, 638684, 558530, 639431, 502541, 648269, 926669, 824650, 923229, 552807, 793355, 745026, 651645, 504350]"
Object9,Property7,134655,"[909733, 972823, 717302, 750807, 579208, 993814, 867089, 948774, 720689, 896926, 899217, 990682, 592629, 866895, 846032, 922043, 512178, 688782, 688972, 986037]"
Object9,Property8,137905,"[982008, 668149, 600775, 992274, 872974, 741945, 804844, 907069, 765267, 942837, 804438, 669815, 745194, 716730, 679719, 851439, 629170, 850263, 798320, 561098]"
Object9,Property9,491049,"[650207, 899137, 863028, 536447, 679595, 879301, 748995, 845443, 870870, 653475, 526166, 916081, 546120, 717337, 794039, 970011, 760634, 799101, 770497, 739709]"
Object9,Property10,149927,"[946714, 599739, 719128, 877730, 573568, 592654, 896403, 788232, 604196, 655706, 884420, 556613, 797444, 752669, 710723, 552397, 696024, 576992, 834819, 861413]"
Object10,Property1,139218,"[765582, 826053, 752093, 627716, 568249, 975890, 710324, 686221, 702877, 795365, 875971, 807451, 691818, 994800, 637531, 503359, 970788, 635068, 973006, 819255]"
Object10,Property2,179932,"[830578, 524436, 951101, 688115, 581071, 592214, 561717, 571428, 913793, 621627, 912270, 641426, 757946, 504462, 512165, 595559, 880436, 520128, 583111, 661775]"
Object10,Property3,252811,"[635822, 602684, 706635, 951509, 643021, 883502, 511756, 839119, 764662, 810233, 693633, 841139, 863781, 531275, 903007, 919874, 973065, 618107, 947363, 550590]"
Object10,Property4,220865,"[909360, 659031, 839407, 508005, 562441, 897605, 827772, 868558, 689432, 940810, 569626, 620675, 986206, 776085, 824959, 603080, 956697, 872610, 849534, 869633]"
Object10,Property5,361140,"[843190, 523314, 941346, 809682, 628910, 710506, 670552, 920383, 989603, 951031, 888037, 750661, 881554, 572748, 897276, 520769, 625047, 876576, 729770, 889285]"
Object10,Property6,234139,"[917324, 532909, 673494, 729605, 852467, 506300, 578497, 530790, 546893, 569622, 876016, 550875, 642059, 574052, 996757, 808198, 986049, 595452, 808183, 779303]"
Object10,Property7,116169,"[772960, 585751, 805669, 536502, 914284, 971477, 553569, 985171, 618125, 627306, 820504, 634757, 653581, 804186, 794999, 530200, 577617, 974940, 591804, 651032]"
Object10,Property8,482304,"[691588, 894934, 925190, 516912, 637036, 771835, 823364, 801869, 817474, 677103, 560248, 927665, 657159, 794482, 990774, 600344, 871003, 595496, 717015, 954042]"
Object10,Property9,434823,"[907259, 602549, 535689, 741420, 626812, 861111, 953944, 865991, 806766, 633461, 922270, 787164, 773739, 740297, 636772, 902911, 972300, 702804, 627543, 766190]"
Object10,Property10,322370,"[813034, 756298, 730759, 636415, 973995, 898545, 618424, 862618, 836555, 773592, 681801, 502773, 653409, 674564, 545581, 877807, 791412, 766542, 973484, 628747]"
Object11,Property1,280483,"[626607, 820264, 649984, 968129, 638760, 795544, 500662, 772196, 662252, 665162, 606208, 762860, 595466, 882797, 597007, 795734, 789143, 535507, 619127, 894194]"
Object11,Property2,285280,"[664927, 887832, 840804, 669125, 951825, 862447, 507062, 730792, 672844, 832952, 682260, 646139, 959136, 547442, 987076, 921966, 819931, 828577, 936937, 835528]"
Object11,Property3,363830,"[588283, 538340, 804958, 609934, 883779, 537522, 945177, 868655, 660216, 596773, 785478, 918902, 504207, 772790, 972428, 528320, 525465, 653663, 711837, 733538]"
Object11,Property4,250960,"[784242, 599764, 831820, 947343, 503465, 521772, 677357, 887473, 736227, 992695, 716281, 989302, 755348, 810445, 877440, 573400, 817601, 748336, 975810, 659020]"
Object11,Property5,254197,"[631536, 915140, 850559, 927417, 618664, 763557, 614962, 690461, 713953, 823270, 615747, 676496, 677129, 810065, 709398, 526437, 901103, 626965, 952342, 586992]"
Object11,Property6,160259,"[548386, 743520, 605086, 858334, 877569, 666269, 801295, 505650, 990781, 747313, 653241, 776692, 958573, 554559, 638920, 644288, 683324, 704818, 745162, 619688]"
Object11,Property7,309432,"[932224, 712203, 624888, 646404, 630681, 667767, 574365, 980331, 857671, 877745, 738306, 727595, 595029, 784929, 571191, 602145, 845563, 782717, 998472, 955907]"
Object11,Property8,364320,"[635217, 798854, 509771, 922040, 639534, 611228, 897076, 837167, 773110, 821047, 974294, 537023, 527650, 815613, 545024, 763781, 680409, 889010, 874871, 930600]"
Object11,Property9,201771,"[655615, 658946, 831430, 803374, 566480, 696112, 802453, 822205, 554678, 581026, 952795, 797674, 607409, 973875, 939977, 919538, 945974, 883837, 974311, 822006]"
Object11,Property10,480279,"[845571, 732507, 565045, 727693, 670877, 722556, 687863, 717541, 923401, 934295, 874295, 799956, 643334, 889973, 996331, 801533, 902466, 774100, 840056, 729932]"
Object12,Property1,171915,"[685910, 992493, 834538, 828406, 918141, 936145, 755352, 513358, 571677, 504753, 722204, 935668, 641426, 756443, 806258, 602367, 984718, 634708, 510909, 573391]"
Object12,Property2,171688,"[908831, 562728, 921040, 951778, 572218, 633851, 832071, 792895, 502588, 906560, 970519, 683098, 920861, 969419, 567668, 885839, 649781, 874630, 565199, 894860]"
Object12,Property3,254448,"[885468, 547763, 763861, 837334, 875413, 949516, 885253, 502394, 995455, 645284, 660080, 507488, 829677, 529202, 524953, 841689, 689208, 752641, 717932, 806114]"
Object12,Property4,223982,"[516143, 513051, 942155, 601193, 940328, 717404, 639591, 991161, 588472, 694565, 844299, 901167, 649067, 630627, 971935, 864733, 515238, 607796, 571281, 852633]"
Object12,Property5,469591,"[632543, 681910, 629335, 991217, 814056, 831647, 615387, 687588, 625220, 906363, 922910, 589449, 876293, 929420, 610313, 689691, 644404, 609624, 981194, 901992]"
Object12,Property6,475587,"[799358, 530797, 558498, 536877, 874642, 716575, 509288, 583884, 744815, 673303, 613058, 540629, 768802, 632331, 884290, 790343, 978831, 565816, 827071, 614265]"
Object12,Property7,187351,"[551325, 622727, 943376, 985387, 507730, 767787, 611362, 591150, 838362, 744966, 502557, 541152, 812317, 732411, 555215, 588908, 555197, 964421, 902376, 846449]"
Object12,Property8,306788,"[805559, 709059, 898515, 612460, 900862, 789058, 877576, 939951, 609730, 562822, 879377, 877506, 858974, 944283, 676746, 780885, 771308, 682934, 918079, 849850]"
Object12,Property9,277268,"[588556, 981062, 667178, 580665, 687555, 636384, 715214, 889187, 639271, 615314, 634084, 550087, 839289, 691752, 575278, 855659, 579124, 729761, 645779, 678337]"
Object12,Property10,256111,"[949251, 623798, 948248, 504934, 774367, 526788, 764611, 500471, 774831, 805977, 833167, 560852, 614003, 779172, 813145, 716742, 770521, 538274, 848092, 766200]"
Object13,Property1,212745,"[847869, 986959, 816910, 525667, 532318, 947552, 703870, 954993, 616410, 681497, 686118, 508486, 967901, 623615, 679563, 849295, 628984, 821515, 536902, 821213]"
Object13,Property2,473542,"[844852, 706849, 778563, 800431, 587869, 763311, 960754, 770468, 854057, 736588, 580420, 990617, 838560, 669643, 658857, 867184, 563843, 688019, 826261, 798973]"
Object13,Property3,473578,"[843613, 632086, 913048, 950107, 778592, 851659, 794298, 713547, 618875, 791740, 872697, 526653, 711074, 896852, 664129, 720389, 574495, 533315, 522724, 998175]"
Object13,Property4,130518,"[842899, 866466, 514650, 819565, 647445, 693745, 893112, 985687, 829362, 729205, 698917, 591583, 806463, 807670, 949280, 985508, 576311, 685163, 723735, 768191]"
Object13,Property5,124680,"[806059, 656255, 836224, 630706, 684665, 785845, 898229, 756937, 537081, 804816, 814134, 899077, 768811, 995827, 523319, 682586, 975214, 572044, 684871, 835181]"
Object13,Property6,357249,"[700587, 845575, 656655, 927134, 527240, 692688, 559488, 698735, 646614, 711363, 955419, 680512, 934709, 944871, 960321, 919314, 952868, 663730, 912031, 937208]"
Object13,Property7,400904,"[753817, 829982, 587404, 945505, 604150, 914691, 933507, 951356, 945005, 682840, 792187, 846907, 616079, 604437, 896600, 941908, 649269, 899387, 663401, 620374]"
Object13,Property8,424780,"[535012, 734756, 945836, 902409, 528656, 880087, 941381, 752141, 542089, 808312, 932230, 909250, 980220, 757208, 788542, 932601, 987367, 899138, 631590, 945726]"
Object13,Property9,299067,"[600439, 548161, 718822, 604750, 924292, 615975, 944022, 641140, 507059, 602074, 622572, 817465, 809663, 713126, 657538, 802598, 686796, 943138, 723288, 705314]"
Object13,Property10,330753,"[524011, 815806, 564838, 744526, 787205, 501126, 915436, 850085, 525829, 961540, 860765, 903804, 887137, 884862, 806121, 831132, 744698, 813652, 541031, 590947]"
Object14,Property1,160334,"[902537, 985435, 797668, 575239, 730992, 814024, 603650, 583747, 965189, 743404, 775725, 790009, 799495, 889922, 891244, 525390, 657219, 783293, 930370, 518053]"
Object14,Property2,382270,"[693625, 895042, 534647, 622301, 956359, 530090, 784399, 561580, 881894, 507770, 996225, 607618, 620319, 506548, 599903, 719192, 573250, 926315, 892860, 588981]"
Object14,Property3,403063,"[745524, 766100, 842771, 699974, 788618, 771218, 769016, 809154, 654355, 552868, 521439, 759801, 940255, 991046, 603488, 610841, 936487, 902253, 633329, 854849]"
Object14,Property4,290092,"[547805, 747816, 794670, 983900, 831137, 729842, 922049, 622577, 539219, 969016, 965362, 812141, 812012, 578628, 861001, 667796, 965681, 529584, 531341, 824637]"
Object14,Property5,182946,"[900686, 903046, 836729, 521669, 910973, 859115, 599600, 519353, 915854, 504391, 744306, 902165, 838323, 631076, 546621, 996676, 762720, 881335, 988025, 870115]"
Object14,Property6,217583,"[952848, 899186, 664076, 922797, 827025, 745922, 593908, 536814, 997585, 673687, 530357, 994517, 691035, 977803, 788083, 920095, 986079, 945344, 542188, 513012]"
Object14,Property7,367078,"[718080, 605414, 770033, 632496, 874546, 770021, 865655, 821987, 802838, 652050, 518230, 904890, 508406, 981648, 734610, 868543, 615040, 597178, 821546, 576084]"
Object14,Property8,443038,"[991395, 764302, 661829, 913509, 687595, 577071, 916407, 710881, 964410, 550175, 507964, 605628, 807960, 607765, 670104, 815893, 654555, 516906, 770417, 567590]"
Object14,Property9,435908,"[696142, 900689, 643600, 970803, 995568, 888217, 812704, 970330, 742915, 933712, 731117, 940190, 644061, 869588, 819713, 775354, 933657, 665744, 963401, 602200]"
Object14,Property10,388480,"[825737, 979625, 819579, 966536, 987166, 985959, 667571, 543182, 629962, 907091, 891498, 652809, 945108, 702196, 994403, 898932, 618177, 921199, 941247, 614483]"
Object15,Property1,326267,"[824507, 536175, 571664, 547882, 535501, 713043, 661883, 740021, 868102, 855735, 680278, 913711, 565662, 773649, 529713, 741154, 850994, 990423, 845686, 836353]"
Object15,Property2,162286,"[597372, 507529, 901002, 863009, 940274, 988972, 923601, 864697, 835590, 723369, 709183, 719028, 883031, 520746, 520335, 646611, 786808, 953741, 976989, 921441]"
Object15,Property3,367727,"[821934, 701747, 972033, 579044, 622178, 996203, 589842, 698920, 644404, 508769, 649904, 903437, 948279, 710939, 647657, 917908, 886684, 974279, 793941, 932723]"
Object15,Property4,311477,"[739733, 752994, 505643, 770218, 899699, 562270, 649945, 627959, 828573, 544523, 931385, 658107, 550186, 968963, 735587, 976679, 567030, 670852, 648422, 845512]"
Object15,Property5,282759,"[852916, 617898, 637904, 645298, 806781, 871918, 863810, 735935, 840941, 853960, 538183, 981884, 887375, 570260, 996833, 741223, 557161, 599050, 564646, 908876]"
Object15,Property6,336609,"[637198, 668008, 920671, 655693, 561447, 965756, 663369, 793806, 507307, 723556, 830994, 936238, 660050, 761497, 713783, 677511, 653928, 896460, 953147, 771079]"
Object15,Property7,179005,"[979305, 934318, 766607, 596031, 840856, 853271, 958460, 589385, 508344, 652942, 510631, 674412, 684180, 949256, 554499, 809466, 667943, 579185, 734994, 517767]"
Object15,Property8,240488,"[988107, 936340, 722622, 706243, 805627, 611002, 686092, 941983, 529083, 558945, 961436, 593567, 879720, 562479, 746778, 924477, 650285, 725801, 983604, 940429]"
