Object,Property,Value
Object53,Property5,247540
Object53,Property6,413987
Object53,Property7,241012
Object53,Property8,232414
Object53,Property9,394590
Object53,Property10,322388
Object54,Property1,263133
Object54,Property2,197221
Object54,Property3,256683
Object54,Property4,168924
Object54,Property5,353562
Object54,Property6,468233
Object54,Property7,275089
Object54,Property8,161974
Object54,Property9,476625
Object54,Property10,168282
Object55,Property1,431623
Object55,Property2,299968
Object55,Property3,216095
Object55,Property4,373958
Object55,Property5,277932
Object55,Property6,191826
Object55,Property7,144756
Object55,Property8,287076
Object55,Property9,239125
Object55,Property10,469860
Object56,Property1,150596
Object56,Property2,442829
Object56,Property3,205235
Object56,Property4,239387
Object56,Property5,476043
Object56,Property6,159938
Object56,Property7,193147
Object56,Property8,447093
Object56,Property9,246905
Object56,Property10,460957
Object57,Property1,132642
Object57,Property2,478941
Object57,Property3,389830
Object57,Property4,331772
Object57,Property5,499982
Object57,Property6,442684
Object57,Property7,144807
Object57,Property8,380458
Object57,Property9,300911
Object57,Property10,403913
Object58,Property1,310637
Object58,Property2,455868
Object58,Property3,491178
Object58,Property4,378400
Object58,Property5,135460
Object58,Property6,180420
Object58,Property7,348178
Object58,Property8,144911
Object58,Property9,221622
Object58,Property10,458242
Object59,Property1,269280
Object59,Property2,193927
Object59,Property3,308712
Object59,Property4,453338
Object59,Property5,425318
Object59,Property6,498549
Object59,Property7,155110
Object59,Property8,204859
Object59,Property9,106029
Object59,Property10,492796
Object60,Property1,251252
Object60,Property2,285717
Object60,Property3,380120
Object60,Property4,458204
Object60,Property5,228864
Object60,Property6,437346
Object60,Property7,189590
Object60,Property8,434230
Object60,Property9,434089
Object60,Property10,425600
Object61,Property1,465066
Object61,Property2,293390
Object61,Property3,130687
Object61,Property4,362368
Object61,Property5,120309
Object61,Property6,362094
Object61,Property7,403554
Object61,Property8,399754
Object61,Property9,212232
Object61,Property10,104526
Object62,Property1,276626
Object62,Property2,463976
Object62,Property3,100521
Object62,Property4,424121
Object62,Property5,336296
Object62,Property6,380919
Object62,Property7,205713
Object62,Property8,152826
Object62,Property9,338762
Object62,Property10,382119
Object63,Property1,229372
Object63,Property2,187135
Object63,Property3,178721
Object63,Property4,483092
Object63,Property5,346106
Object63,Property6,147356
Object63,Property7,425031
Object63,Property8,192211
Object63,Property9,134110
Object63,Property10,478113
Object64,Property1,305253
Object64,Property2,479621
Object64,Property3,368790
Object64,Property4,128421
Object64,Property5,111776
Object64,Property6,151282
Object64,Property7,225238
Object64,Property8,431544
Object64,Property9,403643
Object64,Property10,178178
Object65,Property1,352060
Object65,Property2,374419
Object65,Property3,379952
Object65,Property4,148326
Object65,Property5,490825
Object65,Property6,485358
Object65,Property7,183522
Object65,Property8,113238
Object65,Property9,104384
Object65,Property10,257500
Object66,Property1,343447
Object66,Property2,336063
Object66,Property3,270585
Object66,Property4,103015
Object66,Property5,158859
Object66,Property6,134429
Object66,Property7,477452
Object66,Property8,420027
Object66,Property9,314010
Object66,Property10,114905
Object67,Property1,425402
Object67,Property2,351182
Object67,Property3,234883
Object67,Property4,423464
Object67,Property5,344968
Object67,Property6,347010
Object67,Property7,484909
Object67,Property8,101555
Object67,Property9,336383
Object67,Property10,487431
Object68,Property1,335998
Object68,Property2,220495
Object68,Property3,384354
Object68,Property4,255351
Object68,Property5,230249
Object68,Property6,354664
Object68,Property7,467781
Object68,Property8,368611
Object68,Property9,321331
Object68,Property10,406901
Object69,Property1,157227
Object69,Property2,123907
Object69,Property3,363894
Object69,Property4,228240
Object69,Property5,435648
Object69,Property6,446724
Object69,Property7,139452
Object69,Property8,376728
Object69,Property9,200274
Object69,Property10,375189
Object70,Property1,151736
Object70,Property2,455632
Object70,Property3,230617
Object70,Property4,143644
Object70,Property5,270544
Object70,Property6,424737
Object70,Property7,221930
Object70,Property8,219080
Object70,Property9,167117
Object70,Property10,347307
Object71,Property1,432060
Object71,Property2,286563
Object71,Property3,221768
Object71,Property4,203776
Object71,Property5,141043
Object71,Property6,102360
Object71,Property7,403946
Object71,Property8,464985
Object71,Property9,247608
Object71,Property10,318306
Object72,Property1,148748
Object72,Property2,373952
Object72,Property3,249466
Object72,Property4,363422
Object72,Property5,222910
Object72,Property6,311948
Object72,Property7,399763
Object72,Property8,336037
Object72,Property9,121186
Object72,Property10,190034
Object73,Property1,364432
Object73,Property2,150497
Object73,Property3,383389
Object73,Property4,322509
Object73,Property5,251690
Object73,Property6,273531
Object73,Property7,461274
Object73,Property8,186705
Object73,Property9,371404
Object73,Property10,444614
Object74,Property1,395174
Object74,Property2,124168
Object74,Property3,349867
Object74,Property4,343681
Object74,Property5,150091
Object74,Property6,265571
Object74,Property7,273481
Object74,Property8,237484
Object74,Property9,335338
Object74,Property10,380291
Object75,Property1,339091
Object75,Property2,191930
Object75,Property3,298465
Object75,Property4,267677
Object75,Property5,285955
Object75,Property6,125502
Object75,Property7,133983
Object75,Property8,457648
Object75,Property9,243767
Object75,Property10,378969
Object76,Property1,105652
Object76,Property2,151870
Object76,Property3,152847
Object76,Property4,269180
Object76,Property5,264032
Object76,Property6,145426
Object76,Property7,297673
Object76,Property8,397403
Object76,Property9,219872
Object76,Property10,354724
Object77,Property1,187678
Object77,Property2,463280
Object77,Property3,377219
Object77,Property4,349927
Object77,Property5,355999
Object77,Property6,398831
Object77,Property7,317514
Object77,Property8,167759
Object77,Property9,335806
Object77,Property10,230353
Object78,Property1,328055
Object78,Property2,187614
Object78,Property3,137289
Object78,Property4,427575
Object78,Property5,296203
Object78,Property6,482177
Object78,Property7,211832
Object78,Property8,335872
Object78,Property9,478304
Object78,Property10,293748
Object79,Property1,379038
Object79,Property2,459201
Object79,Property3,366782
Object79,Property4,340891
Object79,Property5,403879
Object79,Property6,354420
Object79,Property7,343278
Object79,Property8,183656
Object79,Property9,131526
Object79,Property10,434699
Object80,Property1,347157
Object80,Property2,407847
Object80,Property3,189673
Object80,Property4,328511
Object80,Property5,353795
Object80,Property6,447756
Object80,Property7,494205
Object80,Property8,284364
Object80,Property9,194249
Object80,Property10,478929
Object81,Property1,262727
Object81,Property2,103283
Object81,Property3,324973
Object81,Property4,455030
Object81,Property5,364393
Object81,Property6,472397
Object81,Property7,142761
Object81,Property8,495409
Object81,Property9,408045
Object81,Property10,351514
Object82,Property1,169230
Object82,Property2,353831
Object82,Property3,160224
Object82,Property4,417511
Object82,Property5,325895
Object82,Property6,128909
Object82,Property7,426436
Object82,Property8,480487
Object82,Property9,122519
Object82,Property10,488591
Object83,Property1,128179
Object83,Property2,483183
Object83,Property3,291810
Object83,Property4,406653
Object83,Property5,325142
Object83,Property6,115537
Object83,Property7,382542
Object83,Property8,181639
Object83,Property9,193464
Object83,Property10,429006
Object84,Property1,194695
Object84,Property2,474807
Object84,Property3,478135
Object84,Property4,287320
Object84,Property5,132693
Object84,Property6,359802
Object84,Property7,150416
Object84,Property8,253978
Object84,Property9,124747
Object84,Property10,388706
Object85,Property1,435703
Object85,Property2,125056
Object85,Property3,430803
Object85,Property4,233894
Object85,Property5,163597
Object85,Property6,436770
Object85,Property7,265474
Object85,Property8,270895
Object85,Property9,182129
Object85,Property10,348476
Object86,Property1,172926
Object86,Property2,436128
Object86,Property3,204195
Object86,Property4,100341
Object86,Property5,365122
Object86,Property6,116228
Object86,Property7,497469
Object86,Property8,442140
Object86,Property9,481309
Object86,Property10,440633
Object87,Property1,250470
Object87,Property2,203147
Object87,Property3,353677
Object87,Property4,476845
Object87,Property5,167454
Object87,Property6,122839
Object87,Property7,295724
Object87,Property8,131708
Object87,Property9,373875
Object87,Property10,284288
Object88,Property1,427023
Object88,Property2,363571
Object88,Property3,191636
Object88,Property4,202240
Object88,Property5,472449
Object88,Property6,305190
Object88,Property7,306142
Object88,Property8,298483
Object88,Property9,361717
Object88,Property10,479596
Object89,Property1,253393
Object89,Property2,267883
Object89,Property3,123115
Object89,Property4,442999
Object89,Property5,454217
Object89,Property6,418447
Object89,Property7,456163
Object89,Property8,207844
Object89,Property9,364240
Object89,Property10,368422
Object90,Property1,409059
Object90,Property2,114469
Object90,Property3,467320
Object90,Property4,480166
Object90,Property5,106889
Object90,Property6,489510
Object90,Property7,460028
Object90,Property8,426396
Object90,Property9,263261
Object90,Property10,455492
Object91,Property1,251073
Object91,Property2,328853
Object91,Property3,128233
Object91,Property4,432039
Object91,Property5,399873
Object91,Property6,293270
Object91,Property7,229652
Object91,Property8,481760
Object91,Property9,126660
Object91,Property10,148469
Object92,Property1,140737
Object92,Property2,346743
Object92,Property3,221773
Object92,Property4,289993
Object92,Property5,125287
Object92,Property6,366651
Object92,Property7,425549
Object92,Property8,128758
Object92,Property9,310050
Object92,Property10,353162
Object93,Property1,302647
Object93,Property2,327381
Object93,Property3,340165
Object93,Property4,145693
Object93,Property5,309065
Object93,Property6,418050
Object93,Property7,335966
Object93,Property8,158166
Object93,Property9,292096
Object93,Property10,301257
Object94,Property1,270159
Object94,Property2,489450
Object94,Property3,206938
Object94,Property4,218807
Object94,Property5,162492
Object94,Property6,388314
Object94,Property7,259146
Object94,Property8,166893
Object94,Property9,114492
Object94,Property10,273092
Object95,Property1,345520
Object95,Property2,229739
Object95,Property3,481430
Object95,Property4,336984
Object95,Property5,273281
Object95,Property6,445087
Object95,Property7,321662
Object95,Property8,143251
Object95,Property9,284536
Object95,Property10,356783
Object96,Property1,159773
Object96,Property2,256588
Object96,Property3,358168
Object96,Property4,362701
Object96,Property5,288783
Object96,Property6,387454
Object96,Property7,273997
Object96,Property8,109494
Object96,Property9,343728
Object96,Property10,407888
Object97,Property1,345654
Object97,Property2,147920
Object97,Property3,472261
Object97,Property4,399967
Object97,Property5,158590
Object97,Property6,167367
Object97,Property7,477469
Object97,Property8,429542
Object97,Property9,334824
Object97,Property10,303355
Object98,Property1,443087
Object98,Property2,447339
Object98,Property3,455531
Object98,Property4,272124
Object98,Property5,380251
Object98,Property6,180819
Object98,Property7,304861
Object98,Property8,260739
Object98,Property9,481950
Object98,Property10,124999
Object99,Property1,275453
Object99,Property2,131898
Object99,Property3,134045
Object99,Property4,108227
Object99,Property5,121492
Object99,Property6,140462
Object99,Property7,366224
Object99,Property8,438200
Object99,Property9,127607
Object99,Property10,455136
Object100,Property1,189726
Object100,Property2,449861
Object100,Property3,411010
Object100,Property4,362332
Object100,Property5,100922
Object100,Property6,270269
Object100,Property7,217857
Object100,Property8,372146
Object100,Property9,202512
Object100,Property10,180642
Object101,Property1,241301
Object101,Property2,191170
Object101,Property3,216073
Object101,Property4,238235
Object101,Property5,203294
Object101,Property6,188051
Object101,Property7,423420
Object101,Property8,311718
Object101,Property9,418617
Object101,Property10,246643
Object102,Property1,467609
Object102,Property2,451001
Object102,Property3,499366
Object102,Property4,341517
Object102,Property5,390957
Object102,Property6,224682
Object102,Property7,213189
Object102,Property8,324328
Object102,Property9,219218
Object102,Property10,495627
Object103,Property1,321697
Object103,Property2,282748
Object103,Property3,139956
Object103,Property4,124928
Object103,Property5,313997
Object103,Property6,419823
Object103,Property7,341302
Object103,Property8,264018
Object103,Property9,286090
Object103,Property10,158196
Object104,Property1,307075
Object104,Property2,275950
Object104,Property3,338953
Object104,Property4,316766
Object104,Property5,260513
Object104,Property6,198466
Object104,Property7,175211
Object104,Property8,482767
Object104,Property9,311713
Object104,Property10,165974
Object105,Property1,128173
Object105,Property2,196346
Object105,Property3,155341
Object105,Property4,276067
Object105,Property5,377793
Object105,Property6,286468
Object105,Property7,468521
Object105,Property8,399780
Object105,Property9,145089
Object105,Property10,102868
Object106,Property1,335275
Object106,Property2,324884
Object106,Property3,408442
Object106,Property4,185287
Object106,Property5,335909
Object106,Property6,388579
Object106,Property7,279843
Object106,Property8,218810
Object106,Property9,492048
Object106,Property10,387745
Object107,Property1,288833
Object107,Property2,277969
Object107,Property3,378799
Object107,Property4,479602
Object107,Property5,192454
Object107,Property6,446394
Object107,Property7,404739
Object107,Property8,314425
Object107,Property9,349008
Object107,Property10,475225
Object108,Property1,266293
Object108,Property2,403443
Object108,Property3,377575
Object108,Property4,498435
Object108,Property5,162625
Object108,Property6,423533
Object108,Property7,170270
Object108,Property8,316959
Object108,Property9,145645
Object108,Property10,499894
Object109,Property1,376471
Object109,Property2,341750
Object109,Property3,228560
Object109,Property4,136541
Object109,Property5,321777
Object109,Property6,101995
Object109,Property7,113490
Object109,Property8,459564
Object109,Property9,305030
Object109,Property10,166957
Object110,Property1,355029
Object110,Property2,494337
Object110,Property3,115180
Object110,Property4,358910
Object110,Property5,281241
Object110,Property6,487920
Object110,Property7,372699
Object110,Property8,258747
Object110,Property9,390259
Object110,Property10,487990
Object111,Property1,265165
Object111,Property2,400844
Object111,Property3,440457
Object111,Property4,246299
Object111,Property5,181826
Object111,Property6,149213
Object111,Property7,200922
Object111,Property8,223518
Object111,Property9,398464
Object111,Property10,482095
Object112,Property1,221859
Object112,Property2,126165
Object112,Property3,230556
Object112,Property4,430564
Object112,Property5,254992
Object112,Property6,123738
Object112,Property7,471519
Object112,Property8,139460
Object112,Property9,314675
Object112,Property10,423987
Object113,Property1,435976
Object113,Property2,228995
Object113,Property3,241095
Object113,Property4,194201
Object113,Property5,274412
Object113,Property6,476114
Object113,Property7,164866
Object113,Property8,373881
Object113,Property9,158542
Object113,Property10,268036
Object114,Property1,331305
Object114,Property2,445002
Object114,Property3,124473
Object114,Property4,379618
Object114,Property5,280609
Object114,Property6,333472
Object114,Property7,413130
Object114,Property8,452129
Object114,Property9,191376
Object114,Property10,436372
Object115,Property1,408630
Object115,Property2,286907
Object115,Property3,155766
Object115,Property4,481477
Object115,Property5,102194
Object115,Property6,250420
Object115,Property7,385907
Object115,Property8,431929
Object115,Property9,218296
Object115,Property10,382749
Object116,Property1,417676
Object116,Property2,131957
Object116,Property3,283494
Object116,Property4,139906
Object116,Property5,334102
Object116,Property6,211372
Object116,Property7,168771
Object116,Property8,255031
Object116,Property9,491945
Object116,Property10,234394
Object117,Property1,448643
Object117,Property2,260430
Object117,Property3,465742
Object117,Property4,412798
Object117,Property5,391692
Object117,Property6,281421
Object117,Property7,490079
Object117,Property8,355443
Object117,Property9,266993
Object117,Property10,411835
Object118,Property1,206069
Object118,Property2,407625
Object118,Property3,414037
Object118,Property4,266726
Object118,Property5,382449
Object118,Property6,135574
Object118,Property7,216047
Object118,Property8,489567
Object118,Property9,118775
Object118,Property10,474406
Object119,Property1,430817
Object119,Property2,145946
Object119,Property3,169600
Object119,Property4,170267
Object119,Property5,205505
Object119,Property6,396012
Object119,Property7,106870
Object119,Property8,102195
Object119,Property9,164265
Object119,Property10,235352
Object120,Property1,388883
Object120,Property2,370459
Object120,Property3,318672
Object120,Property4,166326
Object120,Property5,434455
Object120,Property6,280068
Object120,Property7,102729
Object120,Property8,357858
Object120,Property9,314486
Object120,Property10,160604
Object121,Property1,387189
Object121,Property2,337051
Object121,Property3,391398
Object121,Property4,473555
Object121,Property5,301168
Object121,Property6,131278
Object121,Property7,298044
Object121,Property8,332937
Object121,Property9,349456
Object121,Property10,126700
Object122,Property1,444109
Object122,Property2,293269
Object122,Property3,450866
Object122,Property4,415455
Object122,Property5,365871
Object122,Property6,264814
Object122,Property7,377284
Object122,Property8,445119
Object122,Property9,329389
Object122,Property10,116144
Object123,Property1,191405
Object123,Property2,462309
Object123,Property3,303801
Object123,Property4,347984
Object123,Property5,400389
Object123,Property6,162706
Object123,Property7,180018
Object123,Property8,444291
Object123,Property9,384401
Object123,Property10,196571
Object124,Property1,282876
Object124,Property2,130383
Object124,Property3,166463
Object124,Property4,132142
Object124,Property5,221778
Object124,Property6,330396
Object124,Property7,102123
Object124,Property8,380533
Object124,Property9,103955
Object124,Property10,414658
Object125,Property1,336316
Object125,Property2,227789
Object125,Property3,245324
Object125,Property4,469144
Object125,Property5,262934
Object125,Property6,442267
Object125,Property7,172230
Object125,Property8,186652
Object125,Property9,447453
Object125,Property10,465287
Object126,Property1,375405
Object126,Property2,246696
Object126,Property3,146638
Object126,Property4,454663
Object126,Property5,265803
Object126,Property6,272817
Object126,Property7,467988
Object126,Property8,359766
Object126,Property9,333260
Object126,Property10,320541
Object127,Property1,303450
Object127,Property2,215262
Object127,Property3,124072
Object127,Property4,422683
Object127,Property5,229419
Object127,Property6,363278
Object127,Property7,273916
Object127,Property8,157827
Object127,Property9,280873
Object127,Property10,452659
Object128,Property1,272134
