Object,Property,Value
Object28,Property6,486391
Object28,Property7,295353
Object28,Property8,112592
Object28,Property9,428406
Object28,Property10,233957
Object29,Property1,173841
Object29,Property2,163718
Object29,Property3,145751
Object29,Property4,411118
Object29,Property5,416853
Object29,Property6,102079
Object29,Property7,153015
Object29,Property8,198818
Object29,Property9,476157
Object29,Property10,283429
Object30,Property1,190898
Object30,Property2,387976
Object30,Property3,430317
Object30,Property4,351669
Object30,Property5,210059
Object30,Property6,290086
Object30,Property7,124906
Object30,Property8,372316
Object30,Property9,151340
Object30,Property10,315046
Object31,Property1,474188
Object31,Property2,109874
Object31,Property3,195230
Object31,Property4,173799
Object31,Property5,388410
Object31,Property6,168190
Object31,Property7,440752
Object31,Property8,398968
Object31,Property9,279113
Object31,Property10,234055
Object32,Property1,351957
Object32,Property2,257422
Object32,Property3,250481
Object32,Property4,114429
Object32,Property5,210459
Object32,Property6,295979
Object32,Property7,274204
Object32,Property8,475970
Object32,Property9,145972
Object32,Property10,481351
Object33,Property1,236616
Object33,Property2,290788
Object33,Property3,136850
Object33,Property4,355823
Object33,Property5,346027
Object33,Property6,306415
Object33,Property7,321418
Object33,Property8,376848
Object33,Property9,366855
Object33,Property10,233874
Object34,Property1,384610
Object34,Property2,109560
Object34,Property3,336954
Object34,Property4,257047
Object34,Property5,466554
Object34,Property6,153364
Object34,Property7,301147
Object34,Property8,322628
Object34,Property9,445787
Object34,Property10,417553
Object35,Property1,384151
Object35,Property2,476169
Object35,Property3,350776
Object35,Property4,420025
Object35,Property5,322331
Object35,Property6,305676
Object35,Property7,259469
Object35,Property8,288953
Object35,Property9,387540
Object35,Property10,227388
Object36,Property1,253714
Object36,Property2,134605
Object36,Property3,432994
Object36,Property4,327219
Object36,Property5,239295
Object36,Property6,327134
Object36,Property7,421674
Object36,Property8,377378
Object36,Property9,330847
Object36,Property10,247126
Object37,Property1,193014
Object37,Property2,172082
Object37,Property3,479804
Object37,Property4,159362
Object37,Property5,107160
Object37,Property6,357637
Object37,Property7,291650
Object37,Property8,124776
Object37,Property9,317836
Object37,Property10,491573
Object38,Property1,168782
Object38,Property2,324532
Object38,Property3,176897
Object38,Property4,489157
Object38,Property5,219670
Object38,Property6,431557
Object38,Property7,443290
Object38,Property8,132026
Object38,Property9,168749
Object38,Property10,495274
Object39,Property1,404365
Object39,Property2,484879
Object39,Property3,278421
Object39,Property4,144516
Object39,Property5,327577
Object39,Property6,204863
Object39,Property7,296780
Object39,Property8,361831
Object39,Property9,300351
Object39,Property10,199208
Object40,Property1,349207
Object40,Property2,344732
Object40,Property3,322721
Object40,Property4,298510
Object40,Property5,451532
Object40,Property6,347016
Object40,Property7,310564
Object40,Property8,410940
Object40,Property9,178283
Object40,Property10,264038
Object41,Property1,493220
Object41,Property2,151151
Object41,Property3,334951
Object41,Property4,158298
Object41,Property5,411986
Object41,Property6,212396
Object41,Property7,337472
Object41,Property8,127726
Object41,Property9,386945
Object41,Property10,321439
Object42,Property1,160207
Object42,Property2,336516
Object42,Property3,309335
Object42,Property4,116205
Object42,Property5,374546
Object42,Property6,259609
Object42,Property7,252348
Object42,Property8,305140
Object42,Property9,458033
Object42,Property10,402187
Object43,Property1,424484
Object43,Property2,363687
Object43,Property3,131822
Object43,Property4,259751
Object43,Property5,112519
Object43,Property6,241568
Object43,Property7,120869
Object43,Property8,354163
Object43,Property9,441052
Object43,Property10,292024
Object44,Property1,281967
Object44,Property2,116011
Object44,Property3,234239
Object44,Property4,306281
Object44,Property5,116876
Object44,Property6,334331
Object44,Property7,148954
Object44,Property8,461362
Object44,Property9,190792
Object44,Property10,381334
Object45,Property1,110585
Object45,Property2,154041
Object45,Property3,164676
Object45,Property4,414437
Object45,Property5,187261
Object45,Property6,447543
Object45,Property7,111908
Object45,Property8,121614
Object45,Property9,421214
Object45,Property10,345860
Object46,Property1,231952
Object46,Property2,379729
Object46,Property3,109560
Object46,Property4,371031
Object46,Property5,331438
Object46,Property6,352926
Object46,Property7,420675
Object46,Property8,241193
Object46,Property9,446647
Object46,Property10,314300
Object47,Property1,100143
Object47,Property2,262629
Object47,Property3,386038
Object47,Property4,354403
Object47,Property5,406080
Object47,Property6,409127
Object47,Property7,129195
Object47,Property8,128025
Object47,Property9,339283
Object47,Property10,485567
Object48,Property1,327685
Object48,Property2,420974
Object48,Property3,281196
Object48,Property4,295538
Object48,Property5,236600
Object48,Property6,239124
Object48,Property7,443694
Object48,Property8,310243
Object48,Property9,195701
Object48,Property10,282602
Object49,Property1,251554
Object49,Property2,300222
Object49,Property3,340016
Object49,Property4,187756
Object49,Property5,433928
Object49,Property6,452822
Object49,Property7,233407
Object49,Property8,422235
Object49,Property9,255776
Object49,Property10,108931
Object50,Property1,211887
Object50,Property2,498206
Object50,Property3,481428
Object50,Property4,238062
Object50,Property5,426685
Object50,Property6,310590
Object50,Property7,178576
Object50,Property8,409530
Object50,Property9,262031
Object50,Property10,404848
Object51,Property1,429619
Object51,Property2,324950
Object51,Property3,134016
Object51,Property4,420363
Object51,Property5,482926
Object51,Property6,118561
Object51,Property7,181717
Object51,Property8,234959
Object51,Property9,205672
Object51,Property10,483554
Object52,Property1,399569
Object52,Property2,253759
Object52,Property3,412368
Object52,Property4,209021
Object52,Property5,380121
Object52,Property6,284718
Object52,Property7,125769
Object52,Property8,183381
Object52,Property9,319579
Object52,Property10,321380
Object53,Property1,474293
Object53,Property2,377307
Object53,Property3,406417
Object53,Property4,189147
Object53,Property5,428608
Object53,Property6,223652
Object53,Property7,329550
Object53,Property8,267289
Object53,Property9,190635
Object53,Property10,231974
Object54,Property1,190199
Object54,Property2,433424
Object54,Property3,213157
Object54,Property4,389834
Object54,Property5,276636
Object54,Property6,152506
Object54,Property7,247710
Object54,Property8,293357
Object54,Property9,413216
Object54,Property10,435298
Object55,Property1,156115
Object55,Property2,419880
Object55,Property3,154704
Object55,Property4,184517
Object55,Property5,241574
Object55,Property6,468706
Object55,Property7,332277
Object55,Property8,115004
Object55,Property9,317559
Object55,Property10,165746
Object56,Property1,136166
Object56,Property2,254757
Object56,Property3,104578
Object56,Property4,370190
Object56,Property5,295055
Object56,Property6,101126
Object56,Property7,101948
Object56,Property8,248237
Object56,Property9,413324
Object56,Property10,209161
Object57,Property1,469279
Object57,Property2,408642
Object57,Property3,361891
Object57,Property4,162113
Object57,Property5,158846
Object57,Property6,118489
Object57,Property7,390070
Object57,Property8,122106
Object57,Property9,180289
Object57,Property10,215295
Object58,Property1,355888
Object58,Property2,498627
Object58,Property3,476354
Object58,Property4,265680
Object58,Property5,330539
Object58,Property6,449124
Object58,Property7,304868
Object58,Property8,178714
Object58,Property9,360870
Object58,Property10,101744
Object59,Property1,235897
Object59,Property2,157349
Object59,Property3,460409
Object59,Property4,154415
Object59,Property5,165820
Object59,Property6,406718
Object59,Property7,270103
Object59,Property8,406770
Object59,Property9,195625
Object59,Property10,349644
Object60,Property1,340766
Object60,Property2,269000
Object60,Property3,180639
Object60,Property4,412698
Object60,Property5,423634
Object60,Property6,261351
Object60,Property7,413655
Object60,Property8,190372
Object60,Property9,354691
Object60,Property10,204309
Object61,Property1,122217
Object61,Property2,101364
Object61,Property3,478560
Object61,Property4,309011
Object61,Property5,297967
Object61,Property6,411346
Object61,Property7,481545
Object61,Property8,445297
Object61,Property9,232079
Object61,Property10,423269
Object62,Property1,363746
Object62,Property2,233900
Object62,Property3,244509
Object62,Property4,456110
Object62,Property5,388807
Object62,Property6,118179
Object62,Property7,426312
Object62,Property8,192507
Object62,Property9,223603
Object62,Property10,146883
Object63,Property1,416216
Object63,Property2,194704
Object63,Property3,187093
Object63,Property4,192257
Object63,Property5,232014
Object63,Property6,427431
Object63,Property7,401507
Object63,Property8,244079
Object63,Property9,285585
Object63,Property10,181829
Object64,Property1,160211
Object64,Property2,473780
Object64,Property3,461614
Object64,Property4,337609
Object64,Property5,487600
Object64,Property6,316557
Object64,Property7,130888
Object64,Property8,399303
Object64,Property9,174389
Object64,Property10,234091
Object65,Property1,256764
Object65,Property2,465272
Object65,Property3,176909
Object65,Property4,357269
Object65,Property5,284926
Object65,Property6,355199
Object65,Property7,308040
Object65,Property8,457731
Object65,Property9,278423
Object65,Property10,294355
Object66,Property1,339677
Object66,Property2,388291
Object66,Property3,216182
Object66,Property4,148078
Object66,Property5,411366
Object66,Property6,492868
Object66,Property7,288465
Object66,Property8,279324
Object66,Property9,437684
Object66,Property10,323641
Object67,Property1,489003
Object67,Property2,393858
Object67,Property3,135466
Object67,Property4,276063
Object67,Property5,494867
Object67,Property6,302604
Object67,Property7,458056
Object67,Property8,415971
Object67,Property9,359898
Object67,Property10,409409
Object68,Property1,141164
Object68,Property2,258199
Object68,Property3,186040
Object68,Property4,374270
Object68,Property5,183776
Object68,Property6,495286
Object68,Property7,409498
Object68,Property8,323711
Object68,Property9,348813
Object68,Property10,211654
Object69,Property1,340468
Object69,Property2,259535
Object69,Property3,435150
Object69,Property4,223231
Object69,Property5,327982
Object69,Property6,291801
Object69,Property7,424108
Object69,Property8,219968
Object69,Property9,155945
Object69,Property10,271901
Object70,Property1,308821
Object70,Property2,186034
Object70,Property3,105429
Object70,Property4,348246
Object70,Property5,462323
Object70,Property6,305298
Object70,Property7,246975
Object70,Property8,237747
Object70,Property9,463747
Object70,Property10,452082
Object71,Property1,298741
Object71,Property2,449626
Object71,Property3,431823
Object71,Property4,386304
Object71,Property5,196559
Object71,Property6,389225
Object71,Property7,270641
Object71,Property8,134286
Object71,Property9,283617
Object71,Property10,234179
Object72,Property1,299255
Object72,Property2,437032
Object72,Property3,231649
Object72,Property4,247815
Object72,Property5,439223
Object72,Property6,246915
Object72,Property7,327625
Object72,Property8,140518
Object72,Property9,258262
Object72,Property10,415990
Object73,Property1,306644
Object73,Property2,153553
Object73,Property3,184446
Object73,Property4,363987
Object73,Property5,318256
Object73,Property6,378605
Object73,Property7,287131
Object73,Property8,385056
Object73,Property9,295263
Object73,Property10,175714
Object74,Property1,250396
Object74,Property2,433357
Object74,Property3,472388
Object74,Property4,276391
Object74,Property5,127905
Object74,Property6,481732
Object74,Property7,317245
Object74,Property8,463894
Object74,Property9,243261
Object74,Property10,187062
Object75,Property1,335454
Object75,Property2,381960
Object75,Property3,408075
Object75,Property4,171907
Object75,Property5,138143
Object75,Property6,369228
Object75,Property7,425919
Object75,Property8,310663
Object75,Property9,241411
Object75,Property10,359183
Object76,Property1,442524
Object76,Property2,440526
Object76,Property3,292365
Object76,Property4,115267
Object76,Property5,486541
Object76,Property6,115973
Object76,Property7,435136
Object76,Property8,374428
Object76,Property9,405969
Object76,Property10,435605
Object77,Property1,260113
Object77,Property2,153634
Object77,Property3,256678
Object77,Property4,342573
Object77,Property5,425788
Object77,Property6,319316
Object77,Property7,223588
Object77,Property8,147873
Object77,Property9,103511
Object77,Property10,324861
Object78,Property1,478705
Object78,Property2,418258
Object78,Property3,151789
Object78,Property4,215641
Object78,Property5,349570
Object78,Property6,171372
Object78,Property7,416749
Object78,Property8,206857
Object78,Property9,303412
Object78,Property10,469967
Object79,Property1,369705
Object79,Property2,301681
Object79,Property3,445698
Object79,Property4,192448
Object79,Property5,384612
Object79,Property6,266269
Object79,Property7,283262
Object79,Property8,342593
Object79,Property9,211039
Object79,Property10,370775
Object80,Property1,363910
Object80,Property2,367025
Object80,Property3,304538
Object80,Property4,113596
Object80,Property5,315071
Object80,Property6,302495
Object80,Property7,128809
Object80,Property8,176184
Object80,Property9,252826
Object80,Property10,343430
Object81,Property1,195368
Object81,Property2,192920
Object81,Property3,365965
Object81,Property4,213537
Object81,Property5,131812
Object81,Property6,154255
Object81,Property7,433623
Object81,Property8,430418
Object81,Property9,307839
Object81,Property10,143410
Object82,Property1,279260
Object82,Property2,202748
Object82,Property3,422026
Object82,Property4,173213
Object82,Property5,273401
Object82,Property6,428049
Object82,Property7,191237
Object82,Property8,486107
Object82,Property9,172197
Object82,Property10,194489
Object83,Property1,368571
Object83,Property2,134100
Object83,Property3,106403
Object83,Property4,397248
Object83,Property5,303069
Object83,Property6,376594
Object83,Property7,107596
Object83,Property8,327472
Object83,Property9,381810
Object83,Property10,118478
Object84,Property1,258267
Object84,Property2,122072
Object84,Property3,138819
Object84,Property4,460804
Object84,Property5,232267
Object84,Property6,197051
Object84,Property7,393955
Object84,Property8,430808
Object84,Property9,259027
Object84,Property10,424257
Object85,Property1,294665
Object85,Property2,182213
Object85,Property3,408468
Object85,Property4,184208
Object85,Property5,476317
Object85,Property6,466870
Object85,Property7,339699
Object85,Property8,138629
Object85,Property9,233851
Object85,Property10,386327
Object86,Property1,399364
Object86,Property2,107050
Object86,Property3,381084
Object86,Property4,154118
Object86,Property5,353200
Object86,Property6,294377
Object86,Property7,391338
Object86,Property8,198602
Object86,Property9,417056
Object86,Property10,188944
Object87,Property1,196545
Object87,Property2,174386
Object87,Property3,260911
Object87,Property4,361461
Object87,Property5,162677
Object87,Property6,285453
Object87,Property7,269627
Object87,Property8,426779
Object87,Property9,147735
Object87,Property10,104273
Object88,Property1,312299
Object88,Property2,374937
Object88,Property3,272390
Object88,Property4,227059
Object88,Property5,185502
Object88,Property6,126431
Object88,Property7,193141
Object88,Property8,463489
Object88,Property9,320417
Object88,Property10,135861
Object89,Property1,401752
Object89,Property2,334638
Object89,Property3,411289
Object89,Property4,300331
Object89,Property5,337353
Object89,Property6,482934
Object89,Property7,273601
Object89,Property8,466852
Object89,Property9,462265
Object89,Property10,375877
Object90,Property1,280976
Object90,Property2,259777
Object90,Property3,152855
Object90,Property4,376682
Object90,Property5,304257
Object90,Property6,346939
Object90,Property7,491656
Object90,Property8,394949
Object90,Property9,118331
Object90,Property10,305628
Object91,Property1,384651
Object91,Property2,323973
Object91,Property3,455666
Object91,Property4,348751
Object91,Property5,229534
Object91,Property6,470845
Object91,Property7,427500
Object91,Property8,437997
Object91,Property9,415526
Object91,Property10,285779
Object92,Property1,176303
Object92,Property2,131590
Object92,Property3,275274
Object92,Property4,235551
Object92,Property5,201561
Object92,Property6,147863
Object92,Property7,375011
Object92,Property8,252547
Object92,Property9,330506
Object92,Property10,410752
Object93,Property1,199830
Object93,Property2,231176
Object93,Property3,442963
Object93,Property4,329197
Object93,Property5,245767
Object93,Property6,154261
Object93,Property7,149433
Object93,Property8,362911
Object93,Property9,431175
Object93,Property10,225878
Object94,Property1,424570
Object94,Property2,441163
Object94,Property3,326668
Object94,Property4,181448
Object94,Property5,222098
Object94,Property6,149456
Object94,Property7,457166
Object94,Property8,157238
Object94,Property9,465716
Object94,Property10,337991
Object95,Property1,423398
Object95,Property2,280923
Object95,Property3,359678
Object95,Property4,447953
Object95,Property5,277617
Object95,Property6,157317
Object95,Property7,213445
Object95,Property8,134179
Object95,Property9,101457
Object95,Property10,418250
Object96,Property1,388032
Object96,Property2,275723
Object96,Property3,304985
Object96,Property4,241313
Object96,Property5,415324
Object96,Property6,146189
Object96,Property7,356374
Object96,Property8,176337
Object96,Property9,454195
Object96,Property10,336380
Object97,Property1,218197
Object97,Property2,378634
Object97,Property3,277497
Object97,Property4,377522
Object97,Property5,366547
Object97,Property6,288609
Object97,Property7,416569
Object97,Property8,492640
Object97,Property9,216590
Object97,Property10,396856
Object98,Property1,234883
Object98,Property2,217770
Object98,Property3,320622
Object98,Property4,300054
Object98,Property5,198670
Object98,Property6,232908
Object98,Property7,337430
Object98,Property8,461798
Object98,Property9,474594
Object98,Property10,339731
Object99,Property1,344180
Object99,Property2,132140
Object99,Property3,205504
Object99,Property4,194952
Object99,Property5,458439
Object99,Property6,306930
Object99,Property7,306233
Object99,Property8,493861
Object99,Property9,444981
Object99,Property10,137470
Object100,Property1,358610
Object100,Property2,428427
Object100,Property3,392133
Object100,Property4,390354
Object100,Property5,498773
Object100,Property6,449017
Object100,Property7,182003
Object100,Property8,248744
Object100,Property9,428593
Object100,Property10,221070
Object101,Property1,136466
Object101,Property2,336342
Object101,Property3,277728
Object101,Property4,262305
Object101,Property5,258239
Object101,Property6,148894
Object101,Property7,316651
Object101,Property8,153575
Object101,Property9,293395
Object101,Property10,336536
Object102,Property1,365523
Object102,Property2,446302
Object102,Property3,166967
Object102,Property4,230650
Object102,Property5,230785
Object102,Property6,408853
Object102,Property7,334165
Object102,Property8,235881
Object102,Property9,129339
Object102,Property10,314911
Object103,Property1,396945
Object103,Property2,458751
Object103,Property3,117939
Object103,Property4,425050
Object103,Property5,474304
Object103,Property6,203020
Object103,Property7,138405
Object103,Property8,251897
Object103,Property9,226267
Object103,Property10,498583
Object104,Property1,151484
Object104,Property2,496374
Object104,Property3,151029
Object104,Property4,414829
Object104,Property5,268968
Object104,Property6,186070
Object104,Property7,249873
Object104,Property8,217297
Object104,Property9,284216
Object104,Property10,369600
Object105,Property1,490017
Object105,Property2,445235
Object105,Property3,392583
Object105,Property4,269297
Object105,Property5,413822
Object105,Property6,327476
Object105,Property7,386767
Object105,Property8,382809
Object105,Property9,206196
Object105,Property10,448374
Object106,Property1,237986
Object106,Property2,347634
Object106,Property3,286098
Object106,Property4,435370
Object106,Property5,475455
Object106,Property6,373352
Object106,Property7,321026
Object106,Property8,314800
Object106,Property9,157867
Object106,Property10,298367
Object107,Property1,330315
Object107,Property2,292629
Object107,Property3,281932
Object107,Property4,327130
Object107,Property5,495351
Object107,Property6,475945
Object107,Property7,149925
Object107,Property8,126399
Object107,Property9,288371
Object107,Property10,181963
Object108,Property1,288072
Object108,Property2,313970
Object108,Property3,165851
Object108,Property4,304876
Object108,Property5,433664
Object108,Property6,450065
Object108,Property7,165469
Object108,Property8,486224
Object108,Property9,436919
Object108,Property10,436645
Object109,Property1,267234
Object109,Property2,271765
Object109,Property3,400406
Object109,Property4,177666
Object109,Property5,147426
Object109,Property6,250501
Object109,Property7,424379
Object109,Property8,439473
Object109,Property9,153657
Object109,Property10,195170
Object110,Property1,242260
Object110,Property2,382534
Object110,Property3,117610
Object110,Property4,417573
Object110,Property5,248949
Object110,Property6,162125
Object110,Property7,384282
Object110,Property8,389888
Object110,Property9,253928
Object110,Property10,103682
Object111,Property1,331655
Object111,Property2,427709
Object111,Property3,181421
Object111,Property4,354460
Object111,Property5,396746
Object111,Property6,253534
Object111,Property7,420918
Object111,Property8,102628
Object111,Property9,296891
Object111,Property10,103270
Object112,Property1,164267
Object112,Property2,385530
Object112,Property3,382271
Object112,Property4,131118
Object112,Property5,470827
Object112,Property6,409864
Object112,Property7,460948
Object112,Property8,459827
Object112,Property9,481114
Object112,Property10,444677
Object113,Property1,373482
Object113,Property2,361292
Object113,Property3,268625
Object113,Property4,252874
Object113,Property5,409277
Object113,Property6,442244
Object113,Property7,163332
Object113,Property8,388740
Object113,Property9,489641
Object113,Property10,385572
Object114,Property1,491808
Object114,Property2,136792
Object114,Property3,202341
Object114,Property4,400108
Object114,Property5,497868
Object114,Property6,385947
Object114,Property7,412548
Object114,Property8,248150
Object114,Property9,433966
Object114,Property10,205148
Object115,Property1,472270
Object115,Property2,242154
Object115,Property3,423711
Object115,Property4,281319
Object115,Property5,187261
Object115,Property6,164781
Object115,Property7,480237
Object115,Property8,268788
Object115,Property9,377106
Object115,Property10,271827
Object116,Property1,335204
Object116,Property2,487986
Object116,Property3,146379
Object116,Property4,202178
Object116,Property5,140515
Object116,Property6,144515
Object116,Property7,418596
Object116,Property8,380639
Object116,Property9,478981
Object116,Property10,211415
Object117,Property1,266535
Object117,Property2,366801
Object117,Property3,475886
Object117,Property4,459707
Object117,Property5,258226
Object117,Property6,260027
Object117,Property7,279457
Object117,Property8,182019
Object117,Property9,142263
Object117,Property10,266586
Object118,Property1,405517
Object118,Property2,287136
Object118,Property3,135184
Object118,Property4,250873
Object118,Property5,435920
Object118,Property6,317248
Object118,Property7,269401
Object118,Property8,219156
Object118,Property9,412389
Object118,Property10,413383
Object119,Property1,140459
Object119,Property2,301993
Object119,Property3,384686
Object119,Property4,306844
Object119,Property5,315438
Object119,Property6,493120
Object119,Property7,163278
Object119,Property8,234277
Object119,Property9,363869
Object119,Property10,201364
Object120,Property1,405077
Object120,Property2,406318
Object120,Property3,132100
Object120,Property4,439392
Object120,Property5,326495
Object120,Property6,357176
Object120,Property7,415242
Object120,Property8,437881
Object120,Property9,462768
Object120,Property10,175427
Object121,Property1,282341
Object121,Property2,140623
Object121,Property3,498749
Object121,Property4,106562
Object121,Property5,224253
Object121,Property6,312821
Object121,Property7,459205
Object121,Property8,391486
Object121,Property9,279862
Object121,Property10,239175
Object122,Property1,216758
Object122,Property2,355541
Object122,Property3,189141
Object122,Property4,195312
Object122,Property5,485298
Object122,Property6,478885
Object122,Property7,182721
Object122,Property8,316015
Object122,Property9,395169
Object122,Property10,414804
Object123,Property1,467436
Object123,Property2,474042
Object123,Property3,240178
Object123,Property4,389590
Object123,Property5,130490
Object123,Property6,347295
Object123,Property7,375862
Object123,Property8,130253
Object123,Property9,312027
Object123,Property10,493655
Object124,Property1,171134
Object124,Property2,375689
Object124,Property3,209162
Object124,Property4,183859
Object124,Property5,219788
Object124,Property6,384572
Object124,Property7,342686
Object124,Property8,375503
Object124,Property9,238102
Object124,Property10,470671
Object125,Property1,327678
Object125,Property2,235906
Object125,Property3,322657
Object125,Property4,437921
Object125,Property5,224859
Object125,Property6,145594
Object125,Property7,429823
Object125,Property8,413810
Object125,Property9,388431
Object125,Property10,412626
Object126,Property1,140117
Object126,Property2,162348
Object126,Property3,345054
Object126,Property4,210655
Object126,Property5,246323
Object126,Property6,394509
Object126,Property7,349967
Object126,Property8,147840
Object126,Property9,252939
Object126,Property10,310226
Object127,Property1,239068
Object127,Property2,303106
Object127,Property3,271529
Object127,Property4,357160
Object127,Property5,284837
Object127,Property6,461266
Object127,Property7,191011
Object127,Property8,186533
Object127,Property9,196496
Object127,Property10,344288
Object128,Property1,461358
